road,LRPName,length,condition,roadName
N5,LRP115a,11.5,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP119a,44.58,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP120a,42.7,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP126a,76.6,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP127a,43.08,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP129a,10.6,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP129b,18.1,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP131a,573.47,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP134a,45.98,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP134a,46.05,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP140a,53.4,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP143a,49.31,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP168a,37.9,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP169a,63.4,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP172c,19.5,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP174b,117.6,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP176a,74.0,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP177a,18.63,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP179a,55.4,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP183a,19.0,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP184a,6.75,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP187a,13.2,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP217c,7.1,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP219c,7.1,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP223a,2.1,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP224b,2.15,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP227c,2.6,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP235a,77.87,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP260b,162.5,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP265a,41.74,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP279a,16.45,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP282a,16.4,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP286a,5.1,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP319a,60.73,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP356a,21.0,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP359b,18.4,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP360a,49.4,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP363a,10.4,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP376d,1.65,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP377a,1.65,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP378a,53.65,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP379a,1.7,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP385d,1.7,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP386a,2.7,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP388b,246.85,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP388b,246.85,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP390a,9.79,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP392a,77.34,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP409a,7.05,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP434a,2.35,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP435a,37.87,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP458a,31.52,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N5,LRP505a,4.45,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
N6,LRPSa,70.1,2,Kashinathpur-Dasuria-Natore-Rajshahi Road
N6,LRP097a,30.74,2,Kashinathpur-Dasuria-Natore-Rajshahi Road
N6,LRP116a,37.9,2,Kashinathpur-Dasuria-Natore-Rajshahi Road
N7,LRP005a,13.1,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP011b,36.5,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP011b,36.5,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP025a,27.5,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP036c,24.3,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP039a,51.8,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP039a,51.8,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP045a,24.75,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP045a,26.0,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP047a,50.85,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP048a,25.0,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP048a,25.0,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP049a,24.7,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP049a,25.45,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP054a,83.46,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP054a,83.9,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP067a,14.4,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP076d,20.3,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP108a,6.4,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP122b,42.94,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP127b,3.43,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP129c,5.1,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP130a,4.7,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP132a,1.5,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP140a,1.5,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP141b,31.01,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP165a,1.65,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP166b,2.3,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP168a,5.58,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP170a,1.55,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP173a,3.78,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP175a,5.33,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP183a,4.2,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP193a,2.95,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP193b,2.85,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP194a,2.8,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP203a,1.1,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP207b,1.98,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP225a,81.38,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP243a,52.82,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N7,LRP246a,56.43,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
N8,LRP004a,6.1,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP008a,60.7,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP013c,382.2,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP069a,109.7,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP071a,6.8,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP073b,13.8,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP080b,133.0,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP086a,30.45,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP086a,30.35,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP091a,54.4,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP093a,9.07,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP093a,9.07,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP094a,9.35,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP094b,5.0,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP097a,6.05,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP100a,18.6,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP103b,39.25,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP107a,6.5,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP108a,27.4,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP114a,19.9,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP116d,55.87,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP118a,1.83,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP120b,1.83,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP123a,31.1,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP123a,31.1,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP123c,3.4,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP125a,26.95,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP127b,43.0,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP129a,27.5,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP130a,3.4,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP130c,13.0,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP131a,9.7,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP138a,24.15,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP166a,12.2,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP166a,12.2,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP178a,39.5,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP178a,39.7,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP182a,33.6,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP185a,14.35,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP196c,12.85,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP198c,79.22,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N8,LRP200c,21.3,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road
N102,LRP007a,3.75,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP011b,3.0,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP018a,6.2,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP028a,51.2,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP028a,51.25,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP029b,52.0,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP030a,24.5,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP031c,12.6,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP032a,9.5,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP033a,9.2,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP034a,3.0,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP035a,35.5,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP037a,12.6,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP047a,12.0,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP050c,17.3,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP059b,16.38,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP059b,14.0,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP063a,21.25,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP064b,50.25,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP070a,90.6,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N102,LRP077a,16.68,2,Comilla (Mainamati)-Brahmanbaria (Sarail) Road
N104,LRP002a,2.7,2,Feni-Noakhali Road
N104,LRP009a,2.8,2,Feni-Noakhali Road
N104,LRP013a,3.0,2,Feni-Noakhali Road
N104,LRP015a,4.4,2,Feni-Noakhali Road
N104,LRP021a,3.1,2,Feni-Noakhali Road
N104,LRP022a,7.5,2,Feni-Noakhali Road
N104,LRP022a,9.25,2,Feni-Noakhali Road
N104,LRP027a,2.7,2,Feni-Noakhali Road
N104,LRP031a,6.0,2,Feni-Noakhali Road
N104,LRP037a,3.2,2,Feni-Noakhali Road
N104,LRP044b,1.0,2,Feni-Noakhali Road
N105,LRPSa,12.8,2,Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4)
N106,LRPSa,2.1,2,Chittagong-Hathazari-Rangamati Road
N106,LRPSc,2.1,2,Chittagong-Hathazari-Rangamati Road
N106,LRP002c,18.78,2,Chittagong-Hathazari-Rangamati Road
N106,LRP003b,3.3,2,Chittagong-Hathazari-Rangamati Road
N106,LRP004a,4.5,2,Chittagong-Hathazari-Rangamati Road
N106,LRP006a,8.8,2,Chittagong-Hathazari-Rangamati Road
N106,LRP006b,6.0,2,Chittagong-Hathazari-Rangamati Road
N106,LRP012a,3.8,2,Chittagong-Hathazari-Rangamati Road
N106,LRP012c,9.5,2,Chittagong-Hathazari-Rangamati Road
N106,LRP015a,63.86,2,Chittagong-Hathazari-Rangamati Road
N106,LRP015a,62.9,2,Chittagong-Hathazari-Rangamati Road
N106,LRP016a,34.2,2,Chittagong-Hathazari-Rangamati Road
N106,LRP016a,34.2,2,Chittagong-Hathazari-Rangamati Road
N106,LRP017a,37.3,2,Chittagong-Hathazari-Rangamati Road
N106,LRP018a,100.9,2,Chittagong-Hathazari-Rangamati Road
N106,LRP018a,102.69,2,Chittagong-Hathazari-Rangamati Road
N106,LRP019a,22.7,2,Chittagong-Hathazari-Rangamati Road
N106,LRP019a,25.3,2,Chittagong-Hathazari-Rangamati Road
N106,LRP022a,24.69,2,Chittagong-Hathazari-Rangamati Road
N106,LRP023b,24.13,2,Chittagong-Hathazari-Rangamati Road
N106,LRP023c,4.3,2,Chittagong-Hathazari-Rangamati Road
N106,LRP024e,24.68,2,Chittagong-Hathazari-Rangamati Road
N106,LRP024e,22.4,2,Chittagong-Hathazari-Rangamati Road
N106,LRP026c,12.2,2,Chittagong-Hathazari-Rangamati Road
N106,LRP027a,6.0,2,Chittagong-Hathazari-Rangamati Road
N106,LRP027b,9.4,2,Chittagong-Hathazari-Rangamati Road
N106,LRP033a,6.0,2,Chittagong-Hathazari-Rangamati Road
N106,LRP034c,5.2,2,Chittagong-Hathazari-Rangamati Road
N106,LRP038c,25.2,2,Chittagong-Hathazari-Rangamati Road
N106,LRP042a,128.25,2,Chittagong-Hathazari-Rangamati Road
N106,LRP042c,3.0,2,Chittagong-Hathazari-Rangamati Road
N106,LRP050b,12.9,2,Chittagong-Hathazari-Rangamati Road
N106,LRP052a,3.0,2,Chittagong-Hathazari-Rangamati Road
N106,LRP053d,4.6,2,Chittagong-Hathazari-Rangamati Road
N107,LRP006a,4.5,2,Kalurghat-Maneswartek Road
N108,LRP001a,23.3,2,Keranirhat-Bandarban Road
N108,LRP001a,27.0,2,Keranirhat-Bandarban Road
N108,LRP001c,7.8,2,Keranirhat-Bandarban Road
N108,LRP006a,31.32,2,Keranirhat-Bandarban Road
N108,LRP006c,45.8,2,Keranirhat-Bandarban Road
N108,LRP011a,70.19,2,Keranirhat-Bandarban Road
N108,LRP011a,70.3,2,Keranirhat-Bandarban Road
N108,LRP012f,14.0,2,Keranirhat-Bandarban Road
N108,LRP012g,14.1,2,Keranirhat-Bandarban Road
N108,LRP021c,26.2,2,Keranirhat-Bandarban Road
R110,LRP001b,11.6,2,Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
R110,LRP001b,11.6,2,Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
N110,LRP002a,2.5,2,Link Road(at N1)-Cox`s Bazar (Laboni More) Road
R110,LRP002b,2.85,2,Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
R110,LRP003a,15.6,2,Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
R110,LRP003a,15.6,2,Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
R110,LRP003f,4.2,2,Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
R110,LRP004b,12.2,2,Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
N110,LRP004c,2.5,2,Link Road(at N1)-Cox`s Bazar (Laboni More) Road
R110,LRP005b,10.1,2,Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
R110,LRP007a,1.8,2,Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
R110,LRP009a,2.5,2,Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
R110,LRP016a,4.7,2,Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
R113,LRPSa,1.25,2,Madanpur-Madanganj-Sayedpur Road
R113,LRP004a,10.9,2,Madanpur-Madanganj-Sayedpur Road
R113,LRP006a,7.5,2,Madanpur-Madanganj-Sayedpur Road
R113,LRP010a,20.8,2,Madanpur-Madanganj-Sayedpur Road
R113,LRP010a,18.1,2,Madanpur-Madanganj-Sayedpur Road
R113,LRP012a,3.6,2,Madanpur-Madanganj-Sayedpur Road
R114,LRP002b,13.58,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP004a,53.0,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP008b,6.1,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP010a,4.0,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP011a,13.0,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP017a,18.0,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP023a,18.5,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP025a,39.5,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP025a,41.25,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP035b,180.0,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP036b,4.8,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP036c,3.0,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R114,LRP036c,6.5,2,Nayapur-Araihazar-Narsingdi-Raipura Road
R140,LRP003a,2.4,2,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
R140,LRP027a,2.6,2,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
R140,LRP027d,23.0,2,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
R140,LRP032b,4.5,2,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
R140,LRP033c,3.1,2,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
R140,LRP036a,2.5,2,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
R140,LRP041c,4.5,2,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
R140,LRP044b,38.75,2,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
R140,LRP053a,5.8,2,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
