LRPName,avg_earthquake_score
LRP319b,0.5
LRP320a,0.5
LRP321a,0.5
LRP321b,0.5
LRP321d,0.5
LRP322a,0.5
LRP323b,0.5
LRP323d,0.5
LRP325a,0.5
LRP325b,0.5
LRP325c,0.5
LRP326a,0.5
LRP327a,0.5
LRP328a,0.5
LRP328b,0.5
LRP328c,0.5
LRP329a,0.5
LRP330a,0.5
LRP331a,0.5
LRP332a,0.5
LRP332b,0.5
LRP332c,0.5
LRP333a,0.5
LRP334a,0.5
LRP335a,0.5
LRP336a,0.5
LRP336b,0.5
LRP338a,0.5
LRP339a,0.5
LRP339c,0.5
LRP340a,0.5
LRP341a,0.5
LRP342a,0.5
LRP342c,0.5
LRP343a,0.5
LRP344a,0.5
LRP344c,0.5
LRP345a,0.5
LRP346a,0.5
LRP347a,0.5
LRP347b,0.5
LRP348a,0.5
LRP348b,0.5
LRP349a,0.5
LRP349b,0.5
LRP350a,0.5
LRP350b,0.5
LRP351a,0.5
LRP352a,0.5
LRP353a,0.5
LRP353b,0.5
LRP354a,0.5
LRP354d,0.5
LRP356a,0.5
LRP357a,0.5
LRP357c,0.5
LRP357d,0.5
LRP357f,0.5
LRP358a,0.5
LRP358b,0.5
LRP359a,0.5
LRP359b,0.5
LRP360a,0.5
LRP360c,0.5
LRP361a,0.5
LRP361b,0.5
LRP362a,0.5
LRP363a,0.5
LRP363b,0.5
LRP364a,0.5
LRP364c,0.5
LRP364d,0.5
LRP365a,0.5
LRP367a,0.5
LRP368a,0.5
LRP368b,0.5
LRP368c,0.5
LRP368d,0.5
LRP369a,0.5
LRP369b,0.5
LRP369c,0.5
LRP370a,0.5
LRP370c,0.5
LRP370e,0.5
LRP371a,0.5
LRP371c,0.5
LRP372a,0.5
LRP372c,0.5
LRP373a,0.5
LRP373b,0.5
LRP374a,0.5
LRP374c,0.5
LRP374e,0.5
LRP375a,0.5
LRP375c,0.5
LRP376a,0.5
LRP376b,0.5
LRP376d,0.5
LRP377a,0.5
LRP377c,0.5
LRP377d,0.5
LRP377f,0.5
LRP378a,0.5
LRP378b,0.5
LRP379a,0.5
LRP379b,0.5
LRP379c,0.5
LRP380a,0.5
LRP380c,0.5
LRP380e,0.5
LRP381a,0.5
LRP381b,0.5
LRP381c,0.5
LRP382a,0.5
LRP382b,0.5
LRP382c,0.5
LRP383a,0.5
LRP383b,0.5
LRP383c,0.5
LRP383d,0.5
LRP384a,0.5
LRP384b,0.5
LRP385a,0.5
LRP385b,0.5
LRP385c,0.5
LRP385d,0.5
LRP385e,0.5
LRP385f,0.5
LRP385g,0.5
LRP386a,0.5
LRP386b,0.5
LRP386c,0.5
LRP386d,0.5
LRP386e,0.5
LRP386f,0.5
LRP386g,0.5
LRP387a,0.5
LRP387b,0.5
LRP387c,0.5
LRP387d,0.5
