LRPName,avg_flood_score
LRP387d,0.0
LRP387e,0.0
LRP387f,0.0
LRP388a,0.0
LRP388b,0.0
LRP388c,0.0
LRP388d,0.0
LRP388e,0.0
LRP389a,0.0
LRP389b,0.0
LRP389c,0.0
LRP389d,0.0
LRP390a,0.0
LRP390c,0.0
LRP391a,0.0
LRP391c,0.0
LRP392a,0.0
LRP393a,0.0
LRP393c,0.0
LRP394a,0.0
LRP394c,0.0
LRP394e,0.0
LRP395a,0.0
LRP396a,0.0
LRP396b,0.0
LRP398a,0.0
LRP398b,0.0
LRP398d,0.0
LRP400a,0.0
LRP400b,0.0
LRP400c,0.0
LRP400e,0.0
LRP401a,0.0
LRP401c,0.0
LRP402a,0.0
LRP402b,0.0
LRP402c,0.0
LRP403a,0.0
LRP403b,0.0
LRP403d,0.0
LRP404a,0.0
LRP404b,0.0
LRP416a,0.0
LRP416b,0.0
LRP416d,0.0
LRP416e,0.0
LRP416f,0.0
LRP417a,0.0
LRP417b,0.0
LRP417c,0.0
LRP417d,0.0
LRP417e,0.0
LRP418a,0.0
LRP418b,0.0
LRP419a,0.0
LRP419c,0.0
LRP420a,0.0
LRP420c,0.0
LRP420d,0.0
LRP420e,0.0
LRP420f,0.0
LRP421a,0.0
LRP421c,0.0
LRP421d,0.0
LRP421f,0.0
LRP422a,0.0
LRP422b,0.0
LRP422c,0.0
LRP423a,0.0
LRP423b,0.0
LRP423c,0.0
LRP423d,0.0
LRP423e,0.0
LRP424a,0.0
LRP424b,0.0
LRP424c,0.0
LRP424e,0.0
LRP424g,0.0
LRP425a,0.0
LRP425b,0.0
LRP425c,0.0
LRP425e,0.0
LRP426a,0.0
LRP426b,0.0
LRP426c,0.0
LRP426d,0.0
LRP426e,0.0
LRP427a,0.0
LRP439a,0.0
LRP461a,0.0
LRP462a,0.0
LRP462b,0.0
LRP466a,0.0
LRP467a,0.0
LRP468a,0.0
LRP468b,0.0
LRP469a,0.0
LRP471a,0.0
LRP472a,0.0
LRP472c,0.0
LRP473a,0.0
LRP475a,0.0
LRPSa,0.27759197324414714
LRPSb,0.23691460055096417
LRPSc,0.24242424242424243
LRPSd,0.12121212121212122
LRPSe,0.25
LRPSf,0.16666666666666666
LRPSg,0.5
LRPSh,0.3333333333333333
LRPsa,0.16666666666666666
LRPsb,0.4166666666666667
LRPsc,0.0
LRPsd,0.0
LRp099a,0.0
Lrp009a,0.3333333333333333
