road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc,cleaned_name,LR_indicator,is_on_land,is_connected_to_road
Z5802,0.716,RCC Bridge,LRPSa,.,21.1,A,112111,Dinajpur-Khanpur Road,0.716,9.1,1980.0,3.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6144444444444,88.6336111111111,bcs1,,,True,True
Z5802,4.772,Box Culvert,LRP004a,.,1.4,A,112113,Dinajpur-Khanpur Road,4.772,7.83,1996.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.5794444444444,88.6272222222222,bcs1,,,True,True
Z5802,6.374,Box Culvert,LRP006a,.,3.47,A,112116,Dinajpur-Khanpur Road,6.374,7.5,1989.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.5660555555555,88.6267777777777,bcs1,,,True,True
Z5802,7.057,Box Culvert,LRP007a,.,3.55,A,112118,Dinajpur-Khanpur Road,7.057,7.78,1992.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.5591666666666,88.6277777777777,bcs1,,,True,True
Z5802,7.919,Slab Culvert,LRP008a,.,1.8,A,112123,Dinajpur-Khanpur Road,7.919,6.15,1987.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.5513888888888,88.6269444444444,bcs1,,,True,True
Z5802,9.355,Slab Culvert,LRP009b,.,2.05,A,112130,Dinajpur-Khanpur Road,9.355,9.6,1986.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.5388888888888,88.6238888888888,bcs1,,,True,True
Z5802,10.096,Box Culvert,LRP010a,.,1.4,A,112133,Dinajpur-Khanpur Road,10.096,7.2,2000.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.5322222222222,88.6224999999999,bcs1,,,True,True
Z5802,10.255,Slab Culvert,LRP010b,.,3.35,A,112136,Dinajpur-Khanpur Road,10.255,4.92,1991.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.5308333333333,88.6222222222222,bcs1,,,True,True
Z5802,12.14,Box Culvert,LRP012a,.,3.45,A,112142,Dinajpur-Khanpur Road,12.14,7.42,2000.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.5149444444444,88.6193055555555,bcs1,,,True,True
Z5803,1.77,Arch Masonry,LRP001a,.,6.6,A,115676,Dinajpur-Birol Road,1.77,5.5,1975.0,2.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6329166666666,88.5974722222222,bcs1,,,True,True
Z5803,2.3,Box Culvert,LRP002a,.,3.6,A,115677,Dinajpur-Birol Road,2.3,7.2,1998.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6336111111111,88.5921944444444,bcs1,,,True,True
Z5803,2.82,Box Culvert,LRP002c,.,12.6,A,115679,Dinajpur-Birol Road,2.82,7.2,1999.0,2.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6343611111111,88.5870833333333,bcs1,,,True,True
Z5803,3.29,Slab Culvert,LRP003a,.,2.6,A,115680,Dinajpur-Birol Road,3.29,7.2,1990.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.63475,88.5823888888888,bcs1,,,True,True
Z5803,3.55,Box Culvert,LRP003b,.,3.6,A,115681,Dinajpur-Birol Road,3.55,7.6,1997.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6348611111111,88.5797499999999,bcs1,,,True,True
Z5803,3.95,Box Culvert,LRP003c,.,3.6,A,115682,Dinajpur-Birol Road,3.95,7.6,1997.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6349722222222,88.5757777777777,bcs1,,,True,True
Z5803,4.2,Slab Culvert,LRP004a,.,3.6,A,115683,Dinajpur-Birol Road,4.2,7.6,1989.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6352222222222,88.5733333333333,bcs1,,,True,True
Z5803,6.05,PC Girder Bridge,LRP006a,.,30.0,A,115685,Dinajpur-Birol Road,6.05,7.6,1995.0,2.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6373333333333,88.5551388888888,bcs1,,,True,True
Z5803,7.07,Box Culvert,LRP007a,.,2.6,A,115686,Dinajpur-Birol Road,7.07,4.3,1998.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6306111111111,88.5488333333333,bcs1,,,True,True
Z5803,7.79,Slab Culvert,LRP007b,.,2.0,A,115687,Dinajpur-Birol Road,7.79,4.3,1985.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6239444444444,88.5479166666666,bcs1,,,True,True
Z5803,7.99,Slab Culvert,LRP008a,.,2.0,A,115688,Dinajpur-Birol Road,7.99,4.3,1983.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6219722222222,88.5474722222222,bcs1,,,True,True
Z5803,10.275,Box Culvert,LRP010a,.,6.6,A,115690,Dinajpur-Birol Road,10.275,6.0,1998.0,2.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.6041388888888,88.53825,bcs1,,,True,True
Z5804,0.44,Box Culvert,LRP001a,.,1.5,A,115384,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,0.44,8.1,2001.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.6534166666666,88.7753055555555,bcs1,,,True,True
Z5804,0.92,Slab Culvert,LRP001b,.,2.4,A,115385,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,0.92,6.0,1990.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.6489722222222,88.7757777777777,bcs1,,,True,True
Z5804,1.91,Box Culvert,LRP002d,.,3.0,A,115386,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,1.91,5.5,1994.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.6448333333333,88.7750277777777,bcs1,,,True,True
Z5804,2.07,Box Culvert,LRP003a,.,2.0,A,115388,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,2.07,6.0,1995.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.6435277777777,88.7755,bcs1,,,True,True
Z5804,3.71,Box Culvert,LRP004a,.,2.0,A,115390,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,3.71,6.5,1985.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.6293611111111,88.7776111111111,bcs1,,,True,True
Z5804,4.24,Box Culvert,LRP005a,.,2.0,A,115391,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,4.24,6.5,1992.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.62575,88.7767777777777,bcs1,,,True,True
Z5804,5.63,Box Culvert,LRP006b,.,1.2,A,115392,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,5.63,7.6,2001.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.6158055555555,88.7736111111111,bcs1,,,True,True
Z5804,6.61,Slab Culvert,LRP007a,.,2.5,A,115394,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,6.61,7.2,1981.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.6094444444444,88.7708611111111,bcs1,,,True,True
Z5804,7.37,Box Culvert,LRP008b,.,2.6,A,115396,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,7.37,7.2,2001.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.6038888888888,88.7700833333333,bcs1,,,True,True
Z5804,8.01,Slab Culvert,LRP009a,.,1.6,A,115397,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,8.01,9.5,1988.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.5990277777777,88.7717777777777,bcs1,,,True,True
Z5804,8.65,Slab Culvert,LRP009b,.,1.6,A,115398,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,8.65,5.0,1981.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.5933333333333,88.7722777777777,bcs1,,,True,True
Z5804,9.24,Box Culvert,LRP009c,.,2.5,A,115399,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,9.24,5.5,1981.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.5879722222222,88.7723888888888,bcs1,,,True,True
Z5804,9.46,Slab Culvert,LRP010a,.,3.0,A,115401,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,9.46,7.2,1981.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.5858888888888,88.7720555555555,bcs1,,,True,True
Z5804,10.05,Slab Culvert,LRP011a,.,5.0,A,115402,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,10.05,5.5,1980.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.5803888888888,88.7718055555555,bcs1,,,True,True
Z5804,11.36,Slab Culvert,LRP012a,.,1.2,A,115404,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,11.36,5.0,1981.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.5696111111111,88.7701388888889,bcs1,,,True,True
Z5804,11.66,Box Culvert,LRP012b,.,4.0,A,115405,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,11.66,5.5,1991.0,2.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.5656944444444,88.7712222222222,bcs1,,,True,True
Z5804,13.12,Slab Culvert,LRP014a,.,1.5,A,115408,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,13.12,5.5,1982.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.5556111111111,88.7721111111111,bcs1,,,True,True
Z5804,16.04,Slab Culvert,LRP017a,.,1.2,A,117919,Chirirbandar-Amtali Bazar-Amtali Simantha Fari Road,16.04,7.2,1989.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.5315555555555,88.7683611111111,bcs1,,,True,True
Z5851,0.28,Slab Culvert,LRPSa,.,2.5,A,115625,Birampur-Nawabganj-Bhaduria Road,0.28,7.2,1972.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.3926111111111,88.9930277777777,bcs1,,,True,True
Z5851,5.53,Slab Culvert,LRP005a,.,3.0,A,115628,Birampur-Nawabganj-Bhaduria Road,5.53,6.5,1981.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.4095833333333,89.0397222222222,bcs1,,,True,True
Z5851,7.03,Slab Culvert,LRP007a,.,2.5,A,115629,Birampur-Nawabganj-Bhaduria Road,7.03,6.5,1981.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.4116388888888,89.0544999999999,bcs1,,,True,True
Z5851,7.27,Slab Culvert,LRP007b,.,2.4,A,115631,Birampur-Nawabganj-Bhaduria Road,7.27,6.5,1985.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.4119166666666,89.0568333333333,bcs1,,,True,True
Z5851,10.46,Box Culvert,LRP010a,.,2.6,A,115635,Birampur-Nawabganj-Bhaduria Road,10.46,7.5,1992.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.4175,89.08675,bcs1,,,True,True
Z5851,14.95,Box Culvert,LRP015a,.,3.0,A,115644,Birampur-Nawabganj-Bhaduria Road,14.95,7.5,1996.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.3921111111111,89.1169999999999,bcs1,,,True,True
Z5851,15.5,Box Culvert,LRP015b,.,3.0,A,115646,Birampur-Nawabganj-Bhaduria Road,15.5,7.5,1996.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.3874722222222,89.1176111111111,bcs1,,,True,True
Z5851,17.77,Box Culvert,LRP018a,.,3.0,A,115649,Birampur-Nawabganj-Bhaduria Road,17.77,7.5,1995.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.3685555555555,89.1267499999999,bcs1,,,True,True
Z5851,18.35,Box Culvert,LRP018b,.,4.0,A,115650,Birampur-Nawabganj-Bhaduria Road,18.35,7.5,1995.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.3636944444444,89.1290555555555,bcs1,,,True,True
Z5851,18.67,Box Culvert,LRP019a,.,2.6,A,115652,Birampur-Nawabganj-Bhaduria Road,18.67,7.6,1997.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.361,89.1303055555555,bcs1,,,True,True
Z5851,19.22,RCC Girder Bridge,LRP019b,.,6.8,A,115653,Birampur-Nawabganj-Bhaduria Road,19.22,8.1,1989.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.3564722222222,89.1324722222222,bcs1,,,True,True
Z5851,19.91,Box Culvert,LRP020a,.,3.5,A,115654,Birampur-Nawabganj-Bhaduria Road,19.91,7.8,1990.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.3506111111111,89.1352222222222,bcs1,,,True,True
Z5851,20.505,Box Culvert,LRP021a,.,3.0,A,115655,Birampur-Nawabganj-Bhaduria Road,20.505,7.8,1994.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.3456388888888,89.1375,bcs1,,,True,True
Z5851,22.18,Box Culvert,LRP022a,.,3.0,A,115658,Birampur-Nawabganj-Bhaduria Road,22.18,7.8,1991.0,1.0,Rangpur,Dinajpur,Dinajpur,Phulbari,25.3313888888888,89.1432222222222,bcs1,,,True,True
Z5852,4.54,Box Culvert,LRP004a,.,3.0,A,115735,Palashbari-Goraghat Road,4.54,8.2,1989.0,1.0,Rangpur,Bogra,Gaibanda,Palashbari,25.2523333333333,89.3228333333333,bcs1,,,True,True
Z5854,1.02,Slab Culvert,LRP001a,.,3.6,A,115560,Birampur (Bijon)-Hakimpur Road,1.02,8.9,1991.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.3552777777777,89.0019166666666,bcs1,,,True,True
Z5854,1.8,Slab Culvert,LRP001b,.,3.6,A,115561,Birampur (Bijon)-Hakimpur Road,1.8,9.1,1989.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.3483055555555,89.0029722222222,bcs1,,,True,True
Z5854,2.83,Slab Culvert,LRP003a,.,3.6,A,115563,Birampur (Bijon)-Hakimpur Road,2.83,8.9,1989.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.3391388888888,89.0041944444444,bcs1,,,True,True
Z5854,3.86,Slab Culvert,LRP004a,.,3.6,A,115564,Birampur (Bijon)-Hakimpur Road,3.86,7.6,1989.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.3300555555555,89.0054722222222,bcs1,,,True,True
Z5854,5.46,Slab Culvert,LRP005a,.,3.6,A,115565,Birampur (Bijon)-Hakimpur Road,5.46,8.9,1991.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.31575,89.0075277777777,bcs1,,,True,True
Z5854,5.65,Slab Culvert,LRP005b,.,3.6,A,115566,Birampur (Bijon)-Hakimpur Road,5.65,8.9,1989.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.3140277777777,89.0077777777777,bcs1,,,True,True
Z5854,6.78,Slab Culvert,LRP007a,.,3.6,A,115567,Birampur (Bijon)-Hakimpur Road,6.78,7.6,1989.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.3038888888888,89.0092222222222,bcs1,,,True,True
Z5854,6.97,Slab Culvert,LRP007b,.,1.3,A,115568,Birampur (Bijon)-Hakimpur Road,6.97,8.9,1992.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.30225,89.0093611111111,bcs1,,,True,True
Z5854,7.56,Slab Culvert,LRP007d,.,3.6,A,115570,Birampur (Bijon)-Hakimpur Road,7.56,8.9,1988.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.2970277777777,89.0097222222222,bcs1,,,True,True
Z5854,8.11,Slab Culvert,LRP008a,.,3.6,A,115571,Birampur (Bijon)-Hakimpur Road,8.11,7.6,1988.0,1.0,Rangpur,Dinajpur,Dinajpur,Dinajpur,25.2921944444444,89.0096944444444,bcs1,,,True,True
Z5855,2.01,Box Culvert,LRP002a,.,3.5,A,115577,Joypurhat-Rajabirat-Gobindaganj Road,2.01,7.6,1994.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.099,89.0843888888888,bcs1,,,True,True
Z5855,2.19,Slab Culvert,LRP002b,.,3.5,A,115578,Joypurhat-Rajabirat-Gobindaganj Road,2.19,5.5,1989.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.0998055555555,89.0859166666666,bcs1,,,True,True
Z5855,2.43,Baily with Steel Deck,LRP002c,.,50.0,A,115579,Joypurhat-Rajabirat-Gobindaganj Road,2.43,4.2,1992.0,2.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1010833333333,89.0878333333333,bcs1,,,True,True
Z5855,2.66,Slab Culvert,LRP002e,.,3.5,A,115580,Joypurhat-Rajabirat-Gobindaganj Road,2.66,5.5,1991.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1015833333333,89.0900277777777,bcs1,,,True,True
Z5855,3.15,Slab Culvert,LRP003a,.,4.0,A,115581,Joypurhat-Rajabirat-Gobindaganj Road,3.15,5.5,1988.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1027777777777,89.0946944444444,bcs1,,,True,True
Z5855,3.66,Box Culvert,LRP003b,.,6.0,A,115582,Joypurhat-Rajabirat-Gobindaganj Road,3.66,7.6,2006.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1033611111111,89.0996944444444,bcs1,,,True,True
Z5855,6.44,Box Culvert,LRP006c,.,3.0,A,115602,Joypurhat-Rajabirat-Gobindaganj Road,6.44,5.5,1981.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1083611111111,89.1251388888888,bcs1,,,True,True
Z5855,6.83,Slab Culvert,LRP006e,.,4.0,A,115604,Joypurhat-Rajabirat-Gobindaganj Road,6.83,7.6,1991.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1086388888888,89.1289722222222,bcs1,,,True,True
Z5855,7.67,Slab Culvert,LRP007b,.,4.0,A,115606,Joypurhat-Rajabirat-Gobindaganj Road,7.67,7.6,1981.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1063333333333,89.13675,bcs1,,,True,True
Z5855,10.475,Box Culvert,LRP010a,.,3.0,A,115608,Joypurhat-Rajabirat-Gobindaganj Road,10.475,5.0,1994.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1153333333333,89.1609444444444,bcs1,,,True,True
Z5855,12.13,Box Culvert,LRP012a,.,3.0,A,115609,Joypurhat-Rajabirat-Gobindaganj Road,12.13,5.5,1998.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1258333333333,89.1721666666666,bcs1,,,True,True
Z5855,12.69,Box Culvert,LRP012b,.,2.5,A,115610,Joypurhat-Rajabirat-Gobindaganj Road,12.69,5.5,1992.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1279166666666,89.1770833333333,bcs1,,,True,True
Z5855,13.17,Box Culvert,LRP013a,.,3.6,A,115611,Joypurhat-Rajabirat-Gobindaganj Road,13.17,6.0,1994.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1282222222222,89.1818055555555,bcs1,,,True,True
Z5855,13.53,Box Culvert,LRP013b,.,3.0,A,115612,Joypurhat-Rajabirat-Gobindaganj Road,13.53,6.0,1993.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1285833333333,89.1854166666666,bcs1,,,True,True
Z5855,13.89,Box Culvert,LRP014a,.,1.2,A,115613,Joypurhat-Rajabirat-Gobindaganj Road,13.89,7.6,1990.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.13075,89.1898055555555,bcs1,,,True,True
Z5855,14.77,Box Culvert,LRP015a,.,3.0,A,115615,Joypurhat-Rajabirat-Gobindaganj Road,14.77,6.0,1994.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1324166666666,89.1962222222222,bcs1,,,True,True
Z5855,15.5,Box Culvert,LRP015b,.,2.5,A,115616,Joypurhat-Rajabirat-Gobindaganj Road,15.5,6.0,1989.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1345277777777,89.2028611111111,bcs1,,,True,True
Z5855,15.65,Box Culvert,LRP016a,.,2.5,A,115617,Joypurhat-Rajabirat-Gobindaganj Road,15.65,7.6,1993.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1346666666666,89.2043611111111,bcs1,,,True,True
Z5855,15.75,Slab Culvert,LRP016b,.,4.6,A,115618,Joypurhat-Rajabirat-Gobindaganj Road,15.75,6.0,1992.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1346944444444,89.2053888888888,bcs1,,,True,True
Z5855,16.1,Box Culvert,LRP016c,.,2.6,A,115619,Joypurhat-Rajabirat-Gobindaganj Road,16.1,6.0,1993.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1349999999999,89.2088611111111,bcs1,,,True,True
Z5855,16.23,Box Culvert,LRP016d,.,2.5,A,115620,Joypurhat-Rajabirat-Gobindaganj Road,16.23,6.0,1993.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1350277777777,89.2101111111111,bcs1,,,True,True
Z5855,16.53,Slab Culvert,LRP016e,.,1.2,A,118205,Joypurhat-Rajabirat-Gobindaganj Road,16.53,7.6,1993.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1352222222222,89.2131666666666,bcs1,,,True,True
Z5855,16.76,Slab Culvert,LRP017b,.,1.2,A,118207,Joypurhat-Rajabirat-Gobindaganj Road,16.76,7.6,1993.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1359166666666,89.2152777777777,bcs1,,,True,True
Z5855,17.1,Slab Culvert,LRP017c,.,1.3,A,118208,Joypurhat-Rajabirat-Gobindaganj Road,17.1,7.6,1989.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1379999999999,89.2176666666666,bcs1,,,True,True
Z5855,17.42,Box Culvert,LRP017e,.,2.5,A,118210,Joypurhat-Rajabirat-Gobindaganj Road,17.42,4.5,1985.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1394999999999,89.2204444444444,bcs1,,,True,True
Z5855,17.94,Box Culvert,LRP018b,.,3.5,A,118213,Joypurhat-Rajabirat-Gobindaganj Road,17.94,4.5,1991.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.14175,89.2250277777777,bcs1,,,True,True
Z5855,18.16,Box Culvert,LRP018c,.,1.4,A,118214,Joypurhat-Rajabirat-Gobindaganj Road,18.16,7.6,1988.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1425,89.2270833333333,bcs1,,,True,True
Z5855,18.8,Slab Culvert,LRP019a,.,2.5,A,118216,Joypurhat-Rajabirat-Gobindaganj Road,18.8,4.5,1988.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1445277777777,89.2329444444444,bcs1,,,True,True
Z5855,19.27,Box Culvert,LRP019b,.,2.6,A,118217,Joypurhat-Rajabirat-Gobindaganj Road,19.27,6.0,1992.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1460833333333,89.2373055555555,bcs1,,,True,True
Z5855,22.43,Slab Culvert,LRP023a,.,5.0,A,118219,Joypurhat-Rajabirat-Gobindaganj Road,22.43,4.2,1988.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1499444444444,89.2660555555555,bcs1,,,True,True
Z5855,24.01,Box Culvert,LRP025a,.,3.0,A,118220,Joypurhat-Rajabirat-Gobindaganj Road,24.01,5.5,1994.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1503888888888,89.2818333333333,bcs1,,,True,True
Z5855,24.99,Box Culvert,LRP026a,.,2.5,A,118221,Joypurhat-Rajabirat-Gobindaganj Road,24.99,5.5,1991.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1493888888888,89.2914166666666,bcs1,,,True,True
Z5855,25.12,RCC Girder Bridge,LRP026b,.,20.0,A,118222,Joypurhat-Rajabirat-Gobindaganj Road,25.12,6.6,1993.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1493333333333,89.2927222222222,bcs1,,,True,True
Z5855,28.01,Box Culvert,LRP029a,.,5.7,A,118226,Joypurhat-Rajabirat-Gobindaganj Road,28.01,5.5,1994.0,2.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1460277777777,89.3211944444444,bcs1,,,True,True
Z5855,30.61,Slab Culvert,LRP032a,.,2.5,A,118225,Joypurhat-Rajabirat-Gobindaganj Road,30.61,7.6,1985.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1514722222222,89.3433888888888,bcs1,,,True,True
Z5856,0.41,Slab Culvert,LRPSa,.,3.0,A,115378,Panchbibi-Dugdugi-Goraghat Road,0.41,6.5,1990.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1858888888888,89.0217222222222,bcs1,,,True,True
Z5856,0.54,Box Culvert,LRPSe,.,2.5,A,115379,Panchbibi-Dugdugi-Goraghat Road,0.54,6.5,1990.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1889444444444,89.0232222222222,bcs1,,,True,True
Z5856,1.12,Slab Culvert,LRP001a,.,1.3,A,115380,Panchbibi-Dugdugi-Goraghat Road,1.12,6.5,1989.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1903888888888,89.0240555555555,bcs1,,,True,True
Z5856,1.34,Box Culvert,LRP001b,.,1.6,A,115381,Panchbibi-Dugdugi-Goraghat Road,1.34,8.2,1992.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1913611111111,89.0259722222222,bcs1,,,True,True
Z5856,1.6,Box Culvert,LRP002a,.,2.0,A,115382,Panchbibi-Dugdugi-Goraghat Road,1.6,7.6,1996.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1925277777777,89.0282222222222,bcs1,,,True,True
Z5856,2.35,Box Culvert,LRP002b,.,2.0,A,115383,Panchbibi-Dugdugi-Goraghat Road,2.35,7.6,1996.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1957222222222,89.0348333333333,bcs1,,,True,True
Z5856,2.48,Box Culvert,LRP002c,.,2.5,A,115438,Panchbibi-Dugdugi-Goraghat Road,2.48,7.6,1997.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1961944444444,89.0359444444444,bcs1,,,True,True
Z5856,3.08,Box Culvert,LRP003a,.,3.0,A,115440,Panchbibi-Dugdugi-Goraghat Road,3.08,7.6,1998.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.1985833333333,89.0413611111111,bcs1,,,True,True
Z5856,3.93,Box Culvert,LRP004a,.,4.0,A,115443,Panchbibi-Dugdugi-Goraghat Road,3.93,7.6,1998.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.2019166666666,89.0490555555555,bcs1,,,True,True
Z5856,4.31,Box Culvert,LRP004b,.,5.6,A,115450,Panchbibi-Dugdugi-Goraghat Road,4.31,7.6,1998.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.2032777777777,89.0524722222222,bcs1,,,True,True
Z5856,4.81,Box Culvert,LRP005a,.,2.0,A,115456,Panchbibi-Dugdugi-Goraghat Road,4.81,7.6,1998.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.2044166666666,89.0573333333333,bcs1,,,True,True
Z5856,5.15,Slab Culvert,LRP005b,.,1.5,A,115458,Panchbibi-Dugdugi-Goraghat Road,5.15,7.6,1981.0,1.0,Rangpur,Bogra,Joypurhat,Joypurhat,25.2053888888888,89.0605833333333,bcs1,,,True,True
