road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc,cleaned_name,LR_indicator,is_on_land,is_connected_to_road
N2,164.39,Box Culvert,LRP165d,RAKONPUR BOX CULVERT,4.3,A,103607,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,164.39,12.45,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4477222222222,91.5713611111111,bcs1,RAKONPUR BOX CULVERT,,True,True
N2,165.008,Box Culvert,LRP166a,BURIMA BOX CULVERT,4.5,A,103617,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,165.008,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4531666666666,91.5721944444444,bcs1,BURIMA BOX CULVERT,,True,True
N2,165.414,Box Culvert,LRP166c,VORGOU BOX CULVERT,2.06,A,103623,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,165.414,12.25,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4568333333333,91.5725833333333,bcs1,VORGOU BOX CULVERT,,True,True
N2,165.679,Box Culvert,LRP166d,VORGOU BOX CULVERT,6.12,A,103627,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,165.679,12.36,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4591666666666,91.5726388888888,bcs1,VORGOU BOX CULVERT,,True,True
N2,165.837,Box Culvert,LRP166e,VORGOU BOX CULVERT,3.5,A,103628,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,165.837,12.35,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4606666666666,91.5728611111111,bcs1,VORGOU BOX CULVERT,,True,True
N2,166.183,Box Culvert,LRP167a,BOROKADI BOX CULVERT,7.4,A,103632,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,166.183,12.35,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4636666666666,91.5734166666666,bcs1,BOROKADI BOX CULVERT,,True,True
N2,166.829,PC Girder Bridge,LRP167c,PANIDUNDA PCGIRD BRIDGE,51.8,A,103569,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,166.829,10.05,2004.0,3.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4693055555555,91.5736944444444,bcs1,PANIDUNDA PCGIRD BRIDGE,,True,True
N2,167.266,PC Girder Bridge,LRP168a,PANIUNDAPC GIRDIR,21.3,A,103576,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,167.266,10.5,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4731944444444,91.5743333333333,bcs1,PANIUNDAPC GIRDIR,,True,True
N2,167.503,Box Culvert,LRP168c,KORAGU BOX CULVERT,6.2,A,103582,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,167.503,12.5,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4755277777777,91.5753888888888,bcs1,KORAGU BOX CULVERT,,True,True
N2,168.035,Box Culvert,LRP169a,KURAGU BOX CULVERT,5.1,A,103588,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,168.035,12.5,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4798888888888,91.5761944444444,bcs1,KURAGU BOX CULVERT,,True,True
N2,168.311,Box Culvert,LRP169b,KURGGUB BOX CULVERT,2.0,A,103592,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,168.311,12.45,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4821388888888,91.5770833333333,bcs1,KURGGUB BOX CULVERT,,True,True
N2,168.546,Box Culvert,LRP169c,SATAIHUL,1.5,A,103616,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,168.546,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4845,91.57775,bcs1,SATAIHUL,,True,True
N2,168.787,Box Culvert,LRP169e,SATAISUL,2.0,A,103604,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,168.787,16.8,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4864444444444,91.5782777777777,bcs1,SATAISUL,,True,True
N2,169.015,Box Culvert,LRP170a,SATAIHUL,1.0,A,103624,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,169.015,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4878611111111,91.5787222222222,bcs1,SATAIHUL,,True,True
N2,169.381,PC Girder Bridge,LRP170c,SATHAIT BRIGE,24.0,A,103629,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,169.381,12.5,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4913055555555,91.5800833333333,bcs1,SATHAIT BRIGE,,True,True
N2,169.566,Box Culvert,LRP170e,SATHIHAL B CULVERT,6.5,A,103635,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,169.566,12.4,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4928611111111,91.5804166666666,bcs1,SATHIHAL B CULVERT,,True,True
N2,169.762,Box Culvert,LRP170h,SATAIHUL,2.0,A,103570,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,169.762,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4945277777777,91.5809166666666,bcs1,SATAIHUL,,True,True
N2,169.935,Box Culvert,LRP170j,SATAIHAL BOX CULVERT,2.6,A,103581,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,169.935,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4963055555555,91.5809444444444,bcs1,SATAIHAL BOX CULVERT,,True,True
N2,170.031,Box Culvert,LRP171a,MARAURA,2.5,A,103586,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,170.031,12.35,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.4972222222222,91.5814999999999,bcs1,MARAURA,,True,True
N2,170.187,Box Culvert,LRP171b,MURAURA BOX CULVERT,6.3,A,103590,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,170.187,12.35,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.498,91.5826388888888,bcs1,MURAURA BOX CULVERT,,True,True
N2,170.397,Box Culvert,LRP171e,MURAURA CULVERT,2.6,A,103599,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,170.397,12.35,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.49975,91.5834166666666,bcs1,MURAURA CULVERT,,True,True
N2,170.68,Box Culvert,LRP171f,DEWPARA CUVERT,2.0,A,103603,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,170.68,12.2,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5021944444444,91.5840555555555,bcs1,DEWPARA CUVERT,,True,True
N2,171.066,Box Culvert,LRP172a,DEWPARA CULVERT,7.6,A,103605,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,171.066,12.6,2004.0,3.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5055277777777,91.5848611111111,bcs1,DEWPARA CULVERT,,True,True
N2,171.414,Box Culvert,LRP172d,GARIPUR,6.3,A,103619,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,171.414,12.4,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5086944444444,91.5852222222222,bcs1,GARIPUR,,True,True
N2,172.26,Box Culvert,LRP173a,KANDIGOAN,9.6,A,103625,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,172.26,12.4,2004.0,3.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5159444444444,91.5868888888888,bcs1,KANDIGOAN,,True,True
N2,172.73,Box Culvert,LRP173b,KANDIGOAN,3.0,A,103634,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,172.73,12.3,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5194722222222,91.5891666666666,bcs1,KANDIGOAN,,True,True
N2,173.193,Box Culvert,LRP174a,AUGON BOX CULVERT,4.0,A,103651,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,173.193,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5235,91.5904166666666,bcs1,AUGON BOX CULVERT,,True,True
N2,173.395,Box Culvert,LRP174b,ANGOAN BOX CULVERT,1.0,A,103652,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,173.395,12.2,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5252777777777,91.5919722222222,bcs1,ANGOAN BOX CULVERT,,True,True
N2,173.704,Box Culvert,LRP174c,ANGOOM BOX CUL,1.0,A,103653,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,173.704,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5270277777777,91.5936388888888,bcs1,ANGOOM BOX CUL,,True,True
N2,174.007,Box Culvert,LRP175a,DEVPARA BOXCULVERT,2.5,A,103658,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,174.007,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5279166666666,91.5955,bcs1,DEVPARA BOXCULVERT,,True,True
N2,174.574,Box Culvert,LRP175c,NORTH VEVPUR,1.8,A,103661,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,174.574,12.5,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5333333333333,91.59825,bcs1,NORTH VEVPUR,,True,True
N2,174.753,Box Culvert,LRP175d,NORT DEVPARA 3 CULVERT,3.2,A,103666,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,174.753,12.4,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5347222222222,91.5993055555555,bcs1,NORT DEVPARA 3 CULVERT,,True,True
N2,174.889,Box Culvert,LRP175e,NORTH DEVPARA 2 CULVER,1.5,A,103669,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,174.889,12.5,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5356111111111,91.6001388888888,bcs1,NORTH DEVPARA CULVER,R,True,True
N2,175.128,Box Culvert,LRP176a,NOLSUZA 2 CULVERT,2.0,A,103679,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,175.128,11.9,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5372777777777,91.6015833333333,bcs1,NOLSUZA CULVERT,R,True,True
N2,175.347,Box Culvert,LRP176b,NALSUZA,1.5,A,103683,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,175.347,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5386666666666,91.6031111111111,bcs1,NALSUZA,,True,True
N2,175.511,Box Culvert,LRP176c,SODORPUR NOTUNBAZAR,1.5,A,103692,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,175.511,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.54,91.6038333333333,bcs1,SODORPUR NOTUNBAZAR,,True,True
N2,175.724,Box Culvert,LRP176d,DHAKA SHAISTAGANG HALIGAN,1.5,A,103694,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,175.724,11.9,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5416666666666,91.6045833333333,bcs1,DHAKA SHAISTAGANG HALIGAN,,True,True
N2,175.858,Box Culvert,LRP176e,SHADUGHAT,6.4,A,103700,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,175.858,11.9,2004.0,3.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.543,91.6046944444444,bcs1,SHADUGHAT,,True,True
N2,176.024,Box Culvert,LRP177a,SHADARGHAT 1,7.0,A,103699,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,176.024,11.9,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5443611111111,91.6051111111111,bcs1,SHADARGHAT,L,True,True
N2,176.818,PC Girder Bridge,LRP177d,BISRAPAR BRIDGE,140.0,A,103709,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,176.818,10.3,2004.0,4.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5514444444444,91.6056388888888,bcs1,BISRAPAR BRIDGE,,True,True
N2,177.43,Box Culvert,LRP178a,VHARDEV CULVERT,1.5,A,103712,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,177.43,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5566944444444,91.6040555555555,bcs1,VHARDEV CULVERT,,True,True
N2,177.689,Box Culvert,LRP178b,DHAKA KHATENPASS BRIDGE,1.5,A,103714,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,177.689,12.35,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5587777777777,91.6034722222222,bcs1,DHAKA KHATENPASS BRIDGE,,True,True
N2,178.144,Box Culvert,LRP179a,BANAODAB GUPLAR BRIDGE,2.0,A,103715,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,178.144,12.35,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5628611111111,91.60275,bcs1,BANAODAB GUPLAR BRIDGE,,True,True
N2,178.526,PC Girder Bridge,LRP179b,Dhaka Katpass Bridge,22.0,A,120948,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,178.526,10.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5661667,91.6028333,road_precise,DHAKA KATPASS BRIDGE,,True,True
N2,179.044,RCC Girder Bridge,LRP180a,RATUM PUR (3),14.0,A,103663,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,179.044,10.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5708055555555,91.6029444444444,bcs1,RATUM PUR,,True,True
N2,179.631,Box Culvert,LRP180c,RATUM PUR (2),2.0,A,103667,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,179.631,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5756666666666,91.6009166666666,bcs1,RATUM PUR,R,True,True
N2,180.265,RCC Girder Bridge,LRP181a,Rustompur Bridge,35.0,A,120951,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,180.265,10.3,2004.0,3.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5805827,91.597833,road_precise,RUSTOMPUR BRIDGE,,True,True
N2,180.527,Box Culvert,LRP181c,batapur,3.0,A,103741,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,180.527,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5826388888888,91.5990555555555,bcs1,BATAPUR,,True,True
N2,180.762,RCC Girder Bridge,LRP181d,Batapur Bridge,35.0,A,120954,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,180.762,5.66,2004.0,3.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5848052,91.5996663,road_precise,BATAPUR BRIDGE,,True,True
N2,181.082,Box Culvert,LRP182a,anukandi,2.0,A,103750,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,181.082,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.5874444444444,91.6006388888888,bcs1,ANUKANDI,,True,True
N2,181.333,Box Culvert,LRP182b,ANUKANDI,6.03,A,103760,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,181.333,12.4,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.5896388888888,91.6014166666666,bcs1,ANUKANDI,,True,True
N2,181.705,Box Culvert,LRP182d,AUSKANDI,2.0,A,103772,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,181.705,12.45,2003.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.5928611111111,91.6024444444444,bcs1,AUSKANDI,,True,True
N2,182.073,Box Culvert,LRP183a,AUSKANDI BOX CULVERT,1.5,A,103777,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,182.073,12.45,2003.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.59525,91.6048888888888,bcs1,AUSKANDI BOX CULVERT,,True,True
N2,182.48,Box Culvert,LRP183c,USUAL NAGER,1.5,A,103782,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,182.48,12.45,2003.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.5957777777777,91.6086388888888,bcs1,USUAL NAGER,,True,True
N2,182.768,Box Culvert,LRP183d,USUF NAGAR,6.2,A,103797,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,182.768,12.4,2003.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.5961111111111,91.6115277777777,bcs1,USUF NAGAR,,True,True
N2,183.883,Box Culvert,LRP184c,MIRAZPUR,3.0,A,103771,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,183.883,12.4,2003.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.6039166666666,91.6176666666666,bcs1,MIRAZPUR,,True,True
N2,184.004,Box Culvert,LRP185a,MIRAZPUR 1,3.0,A,103792,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,184.004,12.4,2003.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.6048333333333,91.6185833333333,bcs1,MIRAZPUR,L,True,True
N2,185.04,Box Culvert,LRP186a,JALALPUR,2.0,A,103800,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,185.04,12.4,2003.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.6113055555555,91.6278055555555,bcs1,JALALPUR,,True,True
N2,185.396,Box Culvert,LRP186c,SOYECDPUR,4.0,A,103816,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,185.396,12.4,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.6123055555555,91.6294444444444,bcs1,SOYECDPUR,,True,True
N2,185.981,PC Girder Bridge,LRP186d,Umarpur Bridge,60.4,A,114914,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,185.981,12.8,2004.0,3.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.6133333333333,91.6348888888889,bcs1,UMARPUR BRIDGE,,True,True
N2,186.959,RCC Girder Bridge,LRP187b,Chaar Nopul,15.0,A,114915,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,186.959,10.6,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.6128611111111,91.64425,bcs1,CHAAR NOPUL,,True,True
N2,187.715,Box Culvert,LRP188a,PATUA ADARSHAW BOX CULVERT,9.3,A,103813,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,187.715,12.9,2004.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.6142777777777,91.6513333333333,bcs1,PATUA ADARSHAW BOX CULVERT,,True,True
N2,188.64,PC Girder Bridge,LRP189a,Aminnagar Bridge,30.0,A,120973,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,188.64,10.0,2000.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.6169438,91.66,road_precise,AMINNAGAR BRIDGE,,True,True
N2,189.984,PC Girder Bridge,LRP190a,GRAM SHERPUR BRIDGE,16.7,A,103733,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,189.984,10.6,2004.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.6239444444444,91.6704166666666,bcs1,GRAM SHERPUR BRIDGE,,True,True
N2,190.384,Box Culvert,LRP191b,SHERPWR BOX CULVERT,4.0,A,103735,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,190.384,12.2,2003.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.6251388888888,91.6739166666666,bcs1,SHERPWR BOX CULVERT,,True,True
N2,194.173,PC Girder Bridge,LRP194b,KATEN BRIDGE,25.4,A,103737,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,194.173,10.4,2004.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.6489722222222,91.6984722222222,bcs1,KATEN BRIDGE,,True,True
N2,195.516,Box Culvert,LRP196a,BAGUMPUR,2.0,A,103739,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,195.516,12.9,2003.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.6572222222222,91.7080583333333,bcs1,BAGUMPUR,,True,True
N2,196.333,PC Girder Bridge,LRP197a,FIRUSPUR PC GIDER BRIDGE,63.2,A,109234,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,196.333,10.4,2001.0,3.0,Sylhet,Sylhet,Sylhet,Sylhet,24.6635277777777,91.7115,bcs1,FIRUSPUR PC GIDER BRIDGE,,True,True
N2,197.284,RCC Girder Bridge,LRP198a,Onish Mill Bridge,22.0,A,120618,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,197.284,10.4,2004.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.6712216,91.7153611,road_precise,ONISH MILL BRIDGE,,True,True
N2,198.215,Box Culvert,LRP199a,FASTAM BOX CUL,3.0,A,103752,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,198.215,12.2,2002.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.6776388888888,91.7211388888888,bcs1,FASTAM BOX CUL,,True,True
N2,198.558,Steel Beam & RCC Slab,LRP199b,Narkila Bridge,24.7,A,120619,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,198.558,10.0,1993.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.6803049,91.7231104,road_precise,NARKILA BRIDGE,,True,True
N2,198.883,Box Culvert,LRP199d,SASHARGAT BRIDGE,3.0,A,103766,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,198.883,12.2,2002.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.6828888888888,91.7238611111111,bcs1,SASHARGAT BRIDGE,,True,True
N2,199.288,Steel Beam & RCC Slab,LRP200a,BROMMON GRAM,24.5,A,103825,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,199.288,5.66,2003.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.6864722222222,91.7243611111111,bcs1,BROMMON GRAM,,True,True
N2,199.555,Box Culvert,LRP200c,BRAMMOR GRANON,3.0,A,103675,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,199.555,14.9,2003.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.689,91.7247222222222,bcs1,BRAMMOR GRANON,,True,True
N2,200.162,Box Culvert,LRP201a,BRAMMOR GRAME BOX CULVERT,2.5,A,103678,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,200.162,12.4,2003.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.6941388888888,91.7259444444444,bcs1,BRAMMOR GRAME BOX CULVERT,,True,True
N2,200.531,Box Culvert,LRP201b,BRAMMONGRAM BOX CULVERT,2.0,A,103681,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,200.531,12.4,2003.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.69725,91.7271111111111,bcs1,BRAMMONGRAM BOX CULVERT,,True,True
