name,avg_flood_score,closest_flood_category
JOGARCHAR-1,2.0,Moderate River Flooding
JOGARCHOR BOX CULVERT,2.0,Moderate River Flooding
JOGARCHOR-2 BOX CULVERT,2.0,Moderate River Flooding
JOGATPUT SLAB CULVERT,7.0,Severe Tidal Surge
JOGIDISH PUR CULVERT,4.0,Severe Flash Flooding
JOGIDISH PUR TEMORIA,4.0,Severe Flash Flooding
JOGONATH,3.0,Low River Flooding
JOGONATHBARI,3.0,Low River Flooding
JOGONATHPUR BOX CULVERT,2.0,Moderate River Flooding
JOKA SLAB CULVERT,2.0,Moderate River Flooding
JOKTIKHOLA BAZER,0.0,Not Flood Prone
JOMADARHAT BOX CULVERT,5.0,Moderate Flash Flooding
JONG SONG BOX CULVERT,0.0,Not Flood Prone
JORAMOZA BOX CULVERT,3.0,Low River Flooding
JORIANALA,5.0,Moderate Flash Flooding
JOTPARA BOX CULVERT,3.0,Low River Flooding
JOY HARAONPUR BRIDGE,3.0,Low River Flooding
JOYDAKAMAR PARA,3.0,Low River Flooding
JOYDEBPUR RCC GIDER BRIDGE,3.0,Low River Flooding
JOYDEVPUR(CHOWURASTA),0.0,Not Flood Prone
JOYKALAS BRIDGE,6.0,Low Flash Flooding
JOYNABAZAR BOX CALVERT,0.0,Not Flood Prone
JOYNAGAR CULVERT,3.0,Low River Flooding
JOYNAGAR RCC GIDER BRIDGE,3.0,Low River Flooding
JOYNOGAR RCC GIDER BRIDGE,3.0,Low River Flooding
JOYPARA CULVERT,3.0,Low River Flooding
JOYPASA,6.0,Low Flash Flooding
JOYPASA(2),6.0,Low Flash Flooding
JOYPASA(3),6.0,Low Flash Flooding
JOYPUR BOX CULVERT,4.0,Severe Flash Flooding
JUGITALA,0.0,Not Flood Prone
JUGLY BOX,5.0,Moderate Flash Flooding
JUGLY SLAUB,5.0,Moderate Flash Flooding
JUIDUP BOX CULVERT,0.0,Not Flood Prone
JUKATHARA BOX CULVERT,0.0,Not Flood Prone
JULAY RCC GIDER BRIDGE,2.0,Moderate River Flooding
JULGAON BAILY,3.0,Low River Flooding
JULGAON BOX CULVERT,3.0,Low River Flooding
JULGAON CUL(3),3.0,Low River Flooding
JULGAON CULVERT,3.0,Low River Flooding
JULGAON CULVERT 4,3.0,Low River Flooding
JULGONG(2)BOX CUL,3.0,Low River Flooding
JUNGA CULVERT,5.0,Moderate Flash Flooding
JURI BAILY WITH STEEL DECK,0.0,Not Flood Prone
JURI BOX CULVERT,0.0,Not Flood Prone
JURI LALHIDILA ROAD,0.0,Not Flood Prone
JURI-COLLEGE ROAD BRIDGE,0.0,Not Flood Prone
JURIBAZR STEEL BRIDGE,0.0,Not Flood Prone
JURIR BORS GAON,0.0,Not Flood Prone
JUSHERCHAR,0.0,Not Flood Prone
Jagir Bridge,3.0,Low River Flooding
Jagla Bridge,2.0,Moderate River Flooding
Jahanabath Bridge,0.0,Not Flood Prone
Jaigir Bridge,3.0,Low River Flooding
Jailabari Bridge,2.0,Moderate River Flooding
Jajihar Bridge,0.0,Not Flood Prone
Jakuba Khal Bridge,2.0,Moderate River Flooding
Jalalpur Bazar Bridge,2.0,Moderate River Flooding
Jaldur Bridge,3.0,Low River Flooding
Jaliapara Bridge,0.0,Not Flood Prone
Jalil Bridge.,0.0,Not Flood Prone
Jalil bridge,0.0,Not Flood Prone
Jalker Kandi Bridge,2.0,Moderate River Flooding
Jam Toli Bridge,0.0,Not Flood Prone
Jamadartila,5.0,Moderate Flash Flooding
Jamalkandi Bridge,2.0,Moderate River Flooding
Jamorki Bridge,3.0,Low River Flooding
Jamtala Bridge,0.0,Not Flood Prone
Jamuneshwari Bridge,0.0,Not Flood Prone
Jamuneswari Bridge,0.0,Not Flood Prone
Jangalia Bridge,0.0,Not Flood Prone
Jangirai Box Culvert,0.0,Not Flood Prone
Jantarpul Bridge,7.0,Severe Tidal Surge
Japjapia Bridge,2.0,Moderate River Flooding
Jasoya check post.,0.0,Not Flood Prone
Jatakdia,2.0,Moderate River Flooding
Jatiar Para Bridge,0.0,Not Flood Prone
Jatrabari Bridge,2.0,Moderate River Flooding
Jatramura Bridge,0.0,Not Flood Prone
Jawa Bridge,2.0,Moderate River Flooding
Jawa Steel Bridge,2.0,Moderate River Flooding
Jelapara Bridge,0.0,Not Flood Prone
Jhajoir Bridge,0.0,Not Flood Prone
Jhalmalia Bridge,3.0,Low River Flooding
Jhangachari,0.0,Not Flood Prone
Jharkabari Bridge.,0.0,Not Flood Prone
Jhawail Bridge,3.0,Low River Flooding
Jhikorgacha Bridge,3.0,Low River Flooding
Jhinai Bridge,0.0,Not Flood Prone
Jhitka Bazar Bridge,3.0,Low River Flooding
Jhorka Bazar Bridge,0.0,Not Flood Prone
Jhotpukuria Bridge,0.0,Not Flood Prone
Jhowtala Bridge,8.0,Moderate Tidal Surge
Jhuldibazar Bridge,2.0,Moderate River Flooding
Jiovat Bridge,0.0,Not Flood Prone
Jiyerkandi Bridge,2.0,Moderate River Flooding
Joarianala Bazar Bridge,5.0,Moderate Flash Flooding
Joarkhali Bridge,0.0,Not Flood Prone
Jogirganj Bridge,7.0,Severe Tidal Surge
Johara Bridge,0.0,Not Flood Prone
Jolabata Bridge,0.0,Not Flood Prone
Jolarbata Bridge,0.0,Not Flood Prone
Joldup Bridge,0.0,Not Flood Prone
Jolgaba bridge,3.0,Low River Flooding
Jondanipur Bridge,0.0,Not Flood Prone
Jor Bridge,8.0,Moderate Tidal Surge
Jor Bridge 2,8.0,Moderate Tidal Surge
Jora Bridge,8.0,Moderate Tidal Surge
Jorpul Bridge(Right),3.0,Low River Flooding
Jorpur Bridge(left),3.0,Low River Flooding
Jotvagirotpur Bridge,3.0,Low River Flooding
Joydebpur Bridge,3.0,Low River Flooding
Joykalas Bridge,6.0,Low Flash Flooding
Joykhali bridge,8.0,Moderate Tidal Surge
Joykhola Bridhe,0.0,Not Flood Prone
Joynagar Bridge,2.0,Moderate River Flooding
Joynair ganj Bridge,3.0,Low River Flooding
Joypara Old Bridge,1.0,Severe River Flooding
Joypura Bridge,3.0,Low River Flooding
Jugikhali Bridge.,3.0,Low River Flooding
Jugikhali bridge,3.0,Low River Flooding
Jugkhola Bridge,0.0,Not Flood Prone
Jugnidaha Bridge,2.0,Moderate River Flooding
Julay Bridge,2.0,Moderate River Flooding
Jurgachari Bridge,5.0,Moderate Flash Flooding
Juri Bazar Bridge,0.0,Not Flood Prone
Juri Bridge,0.0,Not Flood Prone
Juri Bridge-1,0.0,Not Flood Prone
Juri College Road Bridge,0.0,Not Flood Prone
Juri Dakbanglow Bridge,0.0,Not Flood Prone
K-KMORKAT,0.0,Not Flood Prone
K. B. Ahsanullah bridge,8.0,Moderate Tidal Surge
KABILA DUBARCHAR SLAB CULVERT,0.0,Not Flood Prone
KABILGANJ RCC GIDER BRIDGE,0.0,Not Flood Prone
KABIR PUR,4.0,Severe Flash Flooding
KABIR PUR CULVERT,4.0,Severe Flash Flooding
KABIRPUR,3.0,Low River Flooding
KABOWA BAZAR BOX CULVERT,0.0,Not Flood Prone
KABRA PARA BAILEY WITH STEEL DECK,0.0,Not Flood Prone
KABRO PARA BAILEY WITH STEEL DECK,0.0,Not Flood Prone
KACHA BAZAR BOX CULVERT,0.0,Not Flood Prone
KACHADRIBARI,0.0,Not Flood Prone
KACHAI PATH BOX CULVERT,5.0,Moderate Flash Flooding
KACHAI POTTI BOX CULVERT,5.0,Moderate Flash Flooding
KACHAKATA SLAB CULVERT,3.0,Low River Flooding
KACHARI BOZER BRIDGE,3.0,Low River Flooding
KACHARIBARI,0.0,Not Flood Prone
KACHIR PUL CULVERT,3.0,Low River Flooding
KACHTALI 2 CULVERT,7.0,Severe Tidal Surge
KACHUA BOX CULVERT,0.0,Not Flood Prone
KACUYA BOX CULVERT,0.0,Not Flood Prone
KADAM TALI BOX CULVERT,2.0,Moderate River Flooding
KADAMTALY CULVERT,2.0,Moderate River Flooding
KADAMTOLI,0.0,Not Flood Prone
KADAMTOLI-1-BOX CULVERT,2.0,Moderate River Flooding
KADAMTOLI-2-BOX CULVERT,2.0,Moderate River Flooding
KADAPARA BRIDGE,3.0,Low River Flooding
KADARPUR CULVERT,0.0,Not Flood Prone
KADHARPUR RCC GIDER BRIDGE,0.0,Not Flood Prone
KADIM DALLA CULVERT,3.0,Low River Flooding
KADIPUR RCC GIDER BRIDGE,2.0,Moderate River Flooding
KADIR CAR,0.0,Not Flood Prone
KADOL PUR,0.0,Not Flood Prone
KADOM HATE BOX CULVERT,2.0,Moderate River Flooding
KADOMORE,2.0,Moderate River Flooding
KADOMTOLI BOX CULVERT,4.0,Severe Flash Flooding
KADULPUR BOX CULVERT,0.0,Not Flood Prone
KADULPUR RCC GIDER BRIDGE,0.0,Not Flood Prone
KADUMTOLI CULVERT,5.0,Moderate Flash Flooding
KAFCD GATZ,5.0,Moderate Flash Flooding
KAFTA BRIDGE,3.0,Low River Flooding
KAGAIL,2.0,Moderate River Flooding
KAGHARI PARA BRIDGE,0.0,Not Flood Prone
KAGIR HAT BOX CULVERT,0.0,Not Flood Prone
KAGIR HAT RCC BRIDGE,0.0,Not Flood Prone
KAGIRBAGH,3.0,Low River Flooding
KAGLRGARG RCC GIDER BRIDGE,3.0,Low River Flooding
KAGORIA BOX CULVERT,0.0,Not Flood Prone
KAHJTOLI 1,7.0,Severe Tidal Surge
KAHUTKALI,3.0,Low River Flooding
KAHUYA COLLEGE PARA,0.0,Not Flood Prone
KAIDDA PAR A SUBMARGE,2.0,Moderate River Flooding
KAIDDAPARA,0.0,Not Flood Prone
KAILAIPUR(2),0.0,Not Flood Prone
KAILINPUR,0.0,Not Flood Prone
KAILINPUR(3),0.0,Not Flood Prone
KAILINPUR(4),0.0,Not Flood Prone
KAILINPUR(5),0.0,Not Flood Prone
KAILINPUR(6),0.0,Not Flood Prone
KAITALA BRIDGE,2.0,Moderate River Flooding
KAIYA MAR A BOX CULVERT,0.0,Not Flood Prone
KAJA PUR BRIDGE,2.0,Moderate River Flooding
KAJURTALA,7.0,Severe Tidal Surge
KAKIA BAZAR BOX CULVERT,2.0,Moderate River Flooding
KAKIAR CHAR,2.0,Moderate River Flooding
KAKIAR CHAR(2),2.0,Moderate River Flooding
KAKKARA CULVERT,4.0,Severe Flash Flooding
KAKMARIPARA,2.0,Moderate River Flooding
KAKNI BOX CULVERT,3.0,Low River Flooding
KAKORA BRIDGE,2.0,Moderate River Flooding
KAKORDIA BOX CULVERT,2.0,Moderate River Flooding
KAKORDIA RCC GIRDER BRIDGE,2.0,Moderate River Flooding
KAKORTOLA CULVERT,2.0,Moderate River Flooding
KAKUA RCC GIRDER BRIDGE,0.0,Not Flood Prone
KALA ALI NYTAN,5.0,Moderate Flash Flooding
KALA BAGAN (2) ARCH(L),0.0,Not Flood Prone
KALA CHONG BOX CULVERT,2.0,Moderate River Flooding
KALA PUR,5.0,Moderate Flash Flooding
KALABARI CUL,0.0,Not Flood Prone
KALADI BOX CULVERT,0.0,Not Flood Prone
KALAFULL BRIDGE,3.0,Low River Flooding
KALAGASIA CULVERT,0.0,Not Flood Prone
KALAGOZIR PARA SLAB CULVERT,0.0,Not Flood Prone
KALAI BRIDGE,3.0,Low River Flooding
KALAMATY BOX CULVERT,0.0,Not Flood Prone
KALAMOA BOX CULVERT,0.0,Not Flood Prone
KALAMONLA BRIDGE,2.0,Moderate River Flooding
KALAMPUR BRIDGE,3.0,Low River Flooding
KALAMURIA BOX CULVERT,2.0,Moderate River Flooding
KALANDIA CULVERT,3.0,Low River Flooding
KALAPAGLA BRIDGE,5.0,Moderate Flash Flooding
KALAPANI BAILEY WITH STEEL DECK,0.0,Not Flood Prone
KALAPANI BAILY BRIDGE,0.0,Not Flood Prone
KALAPANI BRIDGE,0.0,Not Flood Prone
KALAPANI CULVERT,0.0,Not Flood Prone
KALAPUR BRIDGE,5.0,Moderate Flash Flooding
KALARMAR CHAR BAZAR,0.0,Not Flood Prone
KALATALI,5.0,Moderate Flash Flooding
KALATALI BOX,5.0,Moderate Flash Flooding
KALATOLI,5.0,Moderate Flash Flooding
KALAUH CULVERT,0.0,Not Flood Prone
KALAZALI HOTTEL,5.0,Moderate Flash Flooding
KALDIGI,3.0,Low River Flooding
KALI IANG CULVERT,2.0,Moderate River Flooding
KALI IANJ CULVERT,2.0,Moderate River Flooding
KALIA BAZER BOC CULVERT,4.0,Severe Flash Flooding
KALIABULA PARA BRIDGE,3.0,Low River Flooding
KALIAPARA BOX CULVERT,2.0,Moderate River Flooding
KALIAPARA CULVERT,2.0,Moderate River Flooding
KALIAVA BOX CULVERT,5.0,Moderate Flash Flooding
KALIBARI,0.0,Not Flood Prone
KALIBARI 1,5.0,Moderate Flash Flooding
KALIBARI 2,5.0,Moderate Flash Flooding
KALIBARI BAILEY WITH STEEL DECK,0.0,Not Flood Prone
KALIBARI BOX CULVERT,0.0,Not Flood Prone
KALIBARI CULVERT,3.0,Low River Flooding
KALIBARI MORE,3.0,Low River Flooding
KALIBARI RCC GIDER BRIDGE,0.0,Not Flood Prone
KALIDUS CHAR HAT BOX CULVERT,0.0,Not Flood Prone
KALIGONG,0.0,Not Flood Prone
KALIGONG CULVERT,0.0,Not Flood Prone
KALIGONGA BRIDGE,3.0,Low River Flooding
KALIGONJ BAILY BRIDGE,0.0,Not Flood Prone
KALIHOR,3.0,Low River Flooding
KALIHOR (PAGA KANDA),3.0,Low River Flooding
KALIKA BAZAR BOX CULVERT,0.0,Not Flood Prone
KALIKA BOX CULVERT,0.0,Not Flood Prone
KALIKAPUR CULVERT,2.0,Moderate River Flooding
KALIKOSSO CULVERT,6.0,Low Flash Flooding
KALIMKAGAR CULVERT,4.0,Severe Flash Flooding
KALIN 1 CULVERT,3.0,Low River Flooding
KALINDI BRIDGE,3.0,Low River Flooding
KALIPUR (2) box,5.0,Moderate Flash Flooding
KALIR BAZAR BOX CULVERT,4.0,Severe Flash Flooding
KALIR BAZAR CULVERT,2.0,Moderate River Flooding
KALIRANI BRIDGE,0.0,Not Flood Prone
KALIRARTPARA RCC GIDER BRIDGE,0.0,Not Flood Prone
KALIRCHAR,5.0,Moderate Flash Flooding
KALIRCHARA BAZAR BOX CULVERT,5.0,Moderate Flash Flooding
KALIRCHARA BOX CULVERT,5.0,Moderate Flash Flooding
KALIRHA BOX CULVERT,0.0,Not Flood Prone
KALITALA CULVERT,2.0,Moderate River Flooding
KALIVANGTI BAILY BRIDGE,0.0,Not Flood Prone
KALOCHO BRODGE,2.0,Moderate River Flooding
KALPARA BOX CULVERT,8.0,Moderate Tidal Surge
KALUMODOLLER DOHA JOPN,0.0,Not Flood Prone
KALURGHAT 2,5.0,Moderate Flash Flooding
KALURGHAT BRIDGE,5.0,Moderate Flash Flooding
KALURHA NAGAR,7.0,Severe Tidal Surge
KALYGONJ BAZAR RCC GIDER BRIDGE,2.0,Moderate River Flooding
KAMALA BAILEY WITH STEEL DECK,3.0,Low River Flooding
KAMALIACHOR BOX CUL,0.0,Not Flood Prone
KAMALL,3.0,Low River Flooding
KAMALLA,3.0,Low River Flooding
KAMALPUR BOX CULVERT,0.0,Not Flood Prone
KAMANDA,2.0,Moderate River Flooding
KAMAR GRAM BRIDGE,2.0,Moderate River Flooding
KAMARCHOR BOX CULVERT,3.0,Low River Flooding
KAMARKHALI BRIDGE,3.0,Low River Flooding
KAMARKHOLA BOX CULVERT,3.0,Low River Flooding
KAMARPARA PC GIDER BRIDGE,0.0,Not Flood Prone
KAMARTAI,3.0,Low River Flooding
KAMARTEK BOX CULVERT,0.0,Not Flood Prone
KAMBIR GONA,5.0,Moderate Flash Flooding
KAMGAL BOX CULVERT,0.0,Not Flood Prone
KAMILLA BRIDGE,3.0,Low River Flooding
KAMOLAPUR CULVERT,0.0,Not Flood Prone
KAMOLAW (2)BAILY BRIDGE,0.0,Not Flood Prone
KAMORA,6.0,Low Flash Flooding
KAMPANIGONJ BAILEY WITH STEEL DECK,2.0,Moderate River Flooding
KAMPANIGONJ BOX CULVERT,2.0,Moderate River Flooding
KAMTALI CULVERT,0.0,Not Flood Prone
KANA BOX CULVERT,3.0,Low River Flooding
KANACHOR BOX CULVERT,2.0,Moderate River Flooding
KANAGOAN CULVERT,0.0,Not Flood Prone
KANAIGHAT UPAJAL,2.0,Moderate River Flooding
KANAIGHUT BAZAR,2.0,Moderate River Flooding
KANAMAR CHAR BOX,0.0,Not Flood Prone
KANAR PARA,5.0,Moderate Flash Flooding
KANARM AE BOX CULVERT,0.0,Not Flood Prone
KANBOX,0.0,Not Flood Prone
KANCHAN GORBRIDGE,0.0,Not Flood Prone
KANCHANAGAR CUL,0.0,Not Flood Prone
KANCHAR BO BOX CULVERT,0.0,Not Flood Prone
KANCHON NAGOR,0.0,Not Flood Prone
KANCHPUR PC GIRDER BRIDGE,0.0,Not Flood Prone
KANDA PARA,0.0,Not Flood Prone
KANDA PARA BOX CULVERT,3.0,Low River Flooding
KANDAIL,3.0,Low River Flooding
KANDAIL BAZAR,3.0,Low River Flooding
KANDAPARA BOX CULVERT,0.0,Not Flood Prone
KANDARORA STEEL BRIDGE,3.0,Low River Flooding
KANDARPARA,3.0,Low River Flooding
KANDIGOAN,2.0,Moderate River Flooding
KANDIGOAN BRIDGE,2.0,Moderate River Flooding
KANDILA BRIDGE,3.0,Low River Flooding
KANDILA CULVERT,3.0,Low River Flooding
KANDIR HAT,0.0,Not Flood Prone
KANDUA BAZAR,0.0,Not Flood Prone
KANGAL GOSHA,0.0,Not Flood Prone
KANGAL PARA BOX CULVERT,0.0,Not Flood Prone
KANGALCHARI BOX CULVERT,0.0,Not Flood Prone
KANIA BAZAR,2.0,Moderate River Flooding
KANIHATI BRIDGE,0.0,Not Flood Prone
KANIPUR,2.0,Moderate River Flooding
KANIPUR BOX CULVERT,2.0,Moderate River Flooding
KANISHAIL BOX CULVERT,0.0,Not Flood Prone
KANKIRHAT SC,0.0,Not Flood Prone
KANNO ARCH MARCH,3.0,Low River Flooding
KANON GOPARA BRIDGE,5.0,Moderate Flash Flooding
KANORAM SLAB CULVERT,0.0,Not Flood Prone
KANPARA 2,0.0,Not Flood Prone
KANPATA,0.0,Not Flood Prone
KANTA HAZARI BARI,0.0,Not Flood Prone
KANTAIL,0.0,Not Flood Prone
KANZANDL,0.0,Not Flood Prone
KAPASIA RCC BRIDGE,0.0,Not Flood Prone
KAPASIA ROAD BOX CULVERT,0.0,Not Flood Prone
KAPIVPURSLAB CULVERT,7.0,Severe Tidal Surge
KAPNAPAR,0.0,Not Flood Prone
KAPTAN BAZAR,0.0,Not Flood Prone
KARAB BOX CULVERT,0.0,Not Flood Prone
KARAGANUT,0.0,Not Flood Prone
KARAGIRI,5.0,Moderate Flash Flooding
KARAGIRI BOX CULVERT,5.0,Moderate Flash Flooding
KARAGOAN,5.0,Moderate Flash Flooding
KARAIBARI BRIDGE,2.0,Moderate River Flooding
KARANERHAT CULVERT,0.0,Not Flood Prone
KARANGI BRIDGE,4.0,Severe Flash Flooding
KARAR CHAR CULVERT,3.0,Low River Flooding
KARAR CHAR CULVERT (2),3.0,Low River Flooding
KARBAN PARA,0.0,Not Flood Prone
KARBARIPARA,0.0,Not Flood Prone
KARER HAT BAZAR,5.0,Moderate Flash Flooding
KARI SHAB BOX CULVERT,3.0,Low River Flooding
KARIM GANJ,3.0,Low River Flooding
KARIM GANJ(2),3.0,Low River Flooding
KARIM GANJ(3),3.0,Low River Flooding
KARIM GANJ(4),0.0,Not Flood Prone
KARIM GONJ BOX CULVERT,3.0,Low River Flooding
KARIMPARA,2.0,Moderate River Flooding
KARIMPUR BAILEY WITH STEEL DECK,3.0,Low River Flooding
KARIMPUR BOX CULVERT,0.0,Not Flood Prone
KARIMPUR RCC GIDER BRIDGE,3.0,Low River Flooding
KARIN CHAR SLAB CULVERT,2.0,Moderate River Flooding
KARMADA BOX CULVERT,0.0,Not Flood Prone
KARMPUR SLAB CULVERT,7.0,Severe Tidal Surge
KAROLA,4.0,Severe Flash Flooding
KAROLA BRIDGE,0.0,Not Flood Prone
KARON KHAL SLAB CULVERT,2.0,Moderate River Flooding
KARONPARA,0.0,Not Flood Prone
KARPUPARA BOX CULVERT,5.0,Moderate Flash Flooding
KARUN TALI BAZAR BOX CULVERT,0.0,Not Flood Prone
KARUN TALI SLAB CULVERT,0.0,Not Flood Prone
KARUN TOLI RCC GIDER BRIDGE,0.0,Not Flood Prone
KASAEM S MILL,0.0,Not Flood Prone
KASAMNAGAR BRIDGE,3.0,Low River Flooding
KASBA NATUN BAZAR BRIDGE,2.0,Moderate River Flooding
KASDHA BRIDGE,2.0,Moderate River Flooding
KASDOBIR,4.0,Severe Flash Flooding
KASHEGONJ,3.0,Low River Flooding
KASHEMNAGAR BRIDGE,3.0,Low River Flooding
KASHIM PUR BOX CULVERT,3.0,Low River Flooding
KASHIMPUR BRIGE,3.0,Low River Flooding
KASHIPUR RCC GIDER BRIDGE,3.0,Low River Flooding
KASHPARA ARCH MASONRY,0.0,Not Flood Prone
KASIEGONJ,2.0,Moderate River Flooding
KASIEGRAM,0.0,Not Flood Prone
KASIGONJ,3.0,Low River Flooding
KASIJOLIARCH MOSONRY,0.0,Not Flood Prone
KASIKAPON BOX CULVERT,2.0,Moderate River Flooding
KASIM NAGAR,4.0,Severe Flash Flooding
KASIM PUR,2.0,Moderate River Flooding
KASIMPUR BRIDGE,3.0,Low River Flooding
KATA BARI BOX CULVERT,0.0,Not Flood Prone
KATA BARIA BOX CULVERT,0.0,Not Flood Prone
KATA BAZAR BOX CULVERT (3),0.0,Not Flood Prone
KATA KHALI RCC GIDER BRIDGE,0.0,Not Flood Prone
KATA- KHALI PC GIDER BRIDGE,0.0,Not Flood Prone
KATABARIA BOX CULVERT,0.0,Not Flood Prone
KATAKHALI BOX CULVERT,0.0,Not Flood Prone
KATAKHALI BOX CUVERT,5.0,Moderate Flash Flooding
KATAKHALI BRIDGE,0.0,Not Flood Prone
KATAKHOLI BRIDGE,3.0,Low River Flooding
KATALCHORI BOX CULVERT,0.0,Not Flood Prone
KATALTOLI CUL,3.0,Low River Flooding
KATAMITI SUBMARGE,0.0,Not Flood Prone
KATAPUR BRIDGE OVER,3.0,Low River Flooding
KATCHPUR BOX CULVERT,0.0,Not Flood Prone
KATEN BRIDGE,2.0,Moderate River Flooding
KATGOR CULVERT,5.0,Moderate Flash Flooding
KATHAL BARI BAILY,3.0,Low River Flooding
KATHAL GUSI CULVERT,3.0,Low River Flooding
KATHAL TALI RCC BRIDGE,0.0,Not Flood Prone
KATHAL TOLI RCC BRIDGE,0.0,Not Flood Prone
KATHALI BOX CULVERT,1.5,Severe River Flooding
KATHALIA BRIDGE,3.0,Low River Flooding
KATHALIA CULVERT,3.0,Low River Flooding
KATHALY BOX CULVERT,3.0,Low River Flooding
KATHER PARA,0.0,Not Flood Prone
KATHLIA SUBMARGE BOX CULVERT,3.0,Low River Flooding
KATHLTALY BOX CULVERT,0.0,Not Flood Prone
KATHORI CULVERT,3.0,Low River Flooding
KATHPUL BRIDGE,4.0,Severe Flash Flooding
KATHRA-2-SLAB CULVERT,0.0,Not Flood Prone
KATHRA-3-BOX CULVERT,0.0,Not Flood Prone
KATHURI BAZAR RCC GIDER BRIDGE,3.0,Low River Flooding
KATIADE RCC GIDER BRIDGE,0.0,Not Flood Prone
KATIBPUR BOX CUL,5.0,Moderate Flash Flooding
KATIER ZHOR,0.0,Not Flood Prone
KATIER ZHOR(2),0.0,Not Flood Prone
KATIER ZHOR(3),0.0,Not Flood Prone
KATIRHAT SLAB CULVERT,0.0,Not Flood Prone
KATLI CULVERT,3.0,Low River Flooding
KATOA BRIDGE,6.0,Low Flash Flooding
KATRA BOX CULVERT,0.0,Not Flood Prone
KAUHATI RCC GIDER BRIGE,3.0,Low River Flooding
KAULCHAR CHALA,0.0,Not Flood Prone
KAWA PARA BAILEY WITH STEEL DECK,0.0,Not Flood Prone
KAWADI BOX CULVERT,2.0,Moderate River Flooding
KAWALI PARA,3.0,Low River Flooding
KAWALI PARA BAILEY WITH STEEL DECK,0.0,Not Flood Prone
KAWALIA PARA 1,3.0,Low River Flooding
KAWALTALI BAILEY WITH STEEL DECK,0.0,Not Flood Prone
KAWAMARA BRIDGE,2.0,Moderate River Flooding
KAWAT KHALI 2 BRIDHE,2.0,Moderate River Flooding
KAWAT KHALI BRIDGE,2.0,Moderate River Flooding
KAWTALA BOX CULVERT,0.0,Not Flood Prone
KAYAJALIPUR BOX CULVERT,0.0,Not Flood Prone
KAYAMONO N,0.0,Not Flood Prone
KAYAR CHALA,0.0,Not Flood Prone
KAZBAN PARA BOX CULVERT,0.0,Not Flood Prone
KAZE BOX CULVERT,3.0,Low River Flooding
KAZI MADAM,0.0,Not Flood Prone
KAZI PARA,0.0,Not Flood Prone
KAZIAKANDA BOX CULVERT,3.0,Low River Flooding
KAZIR CAR,2.4,Moderate River Flooding
KAZIR CHAR,0.0,Not Flood Prone
KAZIR HAT BOX CULVERT,0.0,Not Flood Prone
KAZIR KHIN BOX CULVERT,3.0,Low River Flooding
KAZIRGOAN CULVERT,2.0,Moderate River Flooding
KAZIRPUL BRIDGE,3.0,Low River Flooding
KEAFON,0.0,Not Flood Prone
KEAMORON CULVERT,0.0,Not Flood Prone
KEBRO PARA BAILEY WITH STEEL DECK,0.0,Not Flood Prone
KENDUA,0.0,Not Flood Prone
KENDUA(2),0.0,Not Flood Prone
KETLI 2 CULVERT,2.0,Moderate River Flooding
KETLIL CULVERT,2.0,Moderate River Flooding
KEYA BAZAR CULVERT,0.0,Not Flood Prone
KEYA MORE BOX CULVERT,0.0,Not Flood Prone
KEYAT KHALI BOX CULVERT,3.0,Low River Flooding
KEZAMKHLA,7.0,Severe Tidal Surge
KHA RATAYA CULVERT,4.0,Severe Flash Flooding
KHABARI CULVERT,2.0,Moderate River Flooding
KHADLA BAILY BRIDGE,0.0,Not Flood Prone
KHAGRACHARI,0.0,Not Flood Prone
KHAIPARA RCC GIDER BRIDGE,3.0,Low River Flooding
KHAJLA PUR,0.0,Not Flood Prone
KHAJOR TALA BRIDGE,3.0,Low River Flooding
KHAJURIA 2 CULVERT,2.0,Moderate River Flooding
KHAKCHARA SLAB CULVERT,3.0,Low River Flooding
KHAKDOR 1 ARCH,3.0,Low River Flooding
KHAKDOR ARCL MAS,3.0,Low River Flooding
KHAKISHAR BRIDGE,0.0,Not Flood Prone
KHALA BAGAN 1,0.0,Not Flood Prone
KHALAI KUL BOX CULVERT,0.0,Not Flood Prone
KHALARGON BOX CULVERT,2.0,Moderate River Flooding
KHALESPUR,2.0,Moderate River Flooding
KHALI SHAPUR SLAB CULVERT,4.0,Severe Flash Flooding
KHALIHOR CULVART,3.0,Low River Flooding
KHALILA BATH ( RAJAN PULL),0.0,Not Flood Prone
KHALISHA PUR BRIDGE,4.0,Severe Flash Flooding
KHALISHIMA BRIDGE,6.0,Low Flash Flooding
KHALISPUR BRIDE,2.0,Moderate River Flooding
KHAMACHOR BRIDGE,3.0,Low River Flooding
KHAMAR BARI BOX CULVERT,0.0,Not Flood Prone
KHAMAR BAZAR,0.0,Not Flood Prone
KHAMAR BAZAR SUBMARGE,1.0,Severe River Flooding
KHAMAR GOAN BOX CULVERT,4.0,Severe Flash Flooding
KHAMAR SUBMARGE,2.0,Moderate River Flooding
KHAMARER BAZAR,0.0,Not Flood Prone
KHAN BAGAN,0.0,Not Flood Prone
KHAN DUBURIA,5.0,Moderate Flash Flooding
KHAN SHA PARA,0.0,Not Flood Prone
KHANBARI BOX CULVERT SARM,1.0,Severe River Flooding
KHANCHANAGAR BADAMTOLA,0.0,Not Flood Prone
KHANDON KHALI,0.0,Not Flood Prone
KHANDOVIKHALI,0.0,Not Flood Prone
KHANHAT,0.0,Not Flood Prone
