name,avg_flood_score,closest_flood_category
CHAR JUBLI BOX CULVERT,7.0,Severe Tidal Surge
CHAR KHORMA RCC BRIDGE,0.0,Not Flood Prone
CHAR KOWRIA BAZAR,0.0,Not Flood Prone
CHAR LAKSHI,3.0,Low River Flooding
CHAR PANDA,0.0,Not Flood Prone
CHAR PANDA(2),0.0,Not Flood Prone
CHAR PANDA(3),0.0,Not Flood Prone
CHAR PAR,0.0,Not Flood Prone
CHAR RUMIES,7.0,Severe Tidal Surge
CHAR SUBARDI SUBMARGE BOX CULVERT,3.0,Low River Flooding
CHAR SUBER SLAB CULVERT,3.0,Low River Flooding
CHAR URMIS BOX CULVERT,7.0,Severe Tidal Surge
CHARA BATH,0.0,Not Flood Prone
CHARA BONIA,0.0,Not Flood Prone
CHARA BOTTOLA SLAB CULVERT,0.0,Not Flood Prone
CHARA BOX CULVERT,1.3333333333333333,Severe River Flooding
CHARA CULVERT,3.0,Low River Flooding
CHARA KANDI BOX CULVERT,5.0,Moderate Flash Flooding
CHARABAG BOX CULVERT,3.0,Low River Flooding
CHARABOTLA,0.0,Not Flood Prone
CHARAGATI (2),3.0,Low River Flooding
CHARAGATI RCC GIDER BRIDGE,3.0,Low River Flooding
CHARAGE BAZAR,0.0,Not Flood Prone
CHARAGE BAZAR(2),0.0,Not Flood Prone
CHARAI TOLI,0.0,Not Flood Prone
CHARAKH PAKHIA,0.0,Not Flood Prone
CHARAKPAKHIA,2.0,Moderate River Flooding
CHARAM BARAZ,3.0,Low River Flooding
CHARARPARSUBMARGE BOX CULVERT,2.0,Moderate River Flooding
CHARAVADRA BRIDGE,3.0,Low River Flooding
CHARAVADRA CULVERT,3.0,Low River Flooding
CHARAVANGA,2.0,Moderate River Flooding
CHARBAGAD PUM HOUX,0.0,Not Flood Prone
CHARCA PUR BOX CULVERT,3.0,Low River Flooding
CHARCHALACKCHOR BAZAR SLAB CULVERT,3.0,Low River Flooding
CHARCHOLY BAZAR CULVERT,7.0,Severe Tidal Surge
CHARDANGA CULVERT,2.0,Moderate River Flooding
CHARDAOPUR RCC GIDER BRIDGE,3.0,Low River Flooding
CHARDROPUR SLAB CULVERT,3.0,Low River Flooding
CHARDUNGA CULVERT,2.0,Moderate River Flooding
CHARGUY BOX CULVEFRT,4.0,Severe Flash Flooding
CHARIA MADRASHA BOX CULVERT,0.0,Not Flood Prone
CHARIPARA BRIDGE,4.0,Severe Flash Flooding
CHARIPUR CULVERT.,7.0,Severe Tidal Surge
CHARKUSHUMPUR BOX CULVERT,0.0,Not Flood Prone
CHARLAKSH,5.0,Moderate Flash Flooding
CHARMAIN,0.0,Not Flood Prone
CHARNGHNIBK,2.0,Moderate River Flooding
CHAROGU BOX CULVERT,2.0,Moderate River Flooding
CHARPALI BRIDGE,3.0,Low River Flooding
CHARPALI CULVERT,3.0,Low River Flooding
CHARPARA,0.75,Severe River Flooding
CHARPARA BAILEY WITH STEEL DECK,3.0,Low River Flooding
CHARPARA BOX CULVERT,3.0,Low River Flooding
CHARPATOR,5.0,Moderate Flash Flooding
CHARPUL BOX CULVERT,0.0,Not Flood Prone
CHARRAR CULVERT,3.0,Low River Flooding
CHARSITA SLUB CULVERT,7.0,Severe Tidal Surge
CHARSUBERDI SLAB CULVERT,3.0,Low River Flooding
CHARTAR KANDI BOX CULVERT,3.0,Low River Flooding
CHATAIGOR BOX CULVERT,0.0,Not Flood Prone
CHATAL PUR,2.0,Moderate River Flooding
CHATALPUR,2.0,Moderate River Flooding
CHATAPARA RCC GIDER BRIDGE,3.0,Low River Flooding
CHATKHIL BOX CULVERT,3.0,Low River Flooding
CHATKHIL CULVERT,3.0,Low River Flooding
CHATKHIL SLAB CULVERT,3.0,Low River Flooding
CHATLA BRIDGE,0.0,Not Flood Prone
CHATLAPUR BOX CULVERT,0.0,Not Flood Prone
CHATLAPUR BUBMARG CULVERT,0.0,Not Flood Prone
CHATLAPUR CULVERT,0.0,Not Flood Prone
CHATLEPUR SUBMARGE,0.0,Not Flood Prone
CHATOL GAON BAILEY WITH STEEL DECK,0.0,Not Flood Prone
CHATOR PAIYA,3.0,Low River Flooding
CHATORI BOX CULVERT,5.0,Moderate Flash Flooding
CHATORPALA BAZAR,3.0,Low River Flooding
CHATROGUTBOX CULVERT,2.0,Moderate River Flooding
CHATULA CULVERT,0.0,Not Flood Prone
CHATURA CULVERT,0.0,Not Flood Prone
CHATURACAHEL BOX CULVERT,2.0,Moderate River Flooding
CHAUDDAGARAM BOX CULVERT,4.0,Severe Flash Flooding
CHAV BANGALIA,5.0,Moderate Flash Flooding
CHAWARI PARA 2,5.0,Moderate Flash Flooding
CHAWDIARY PARA,5.0,Moderate Flash Flooding
CHAWOXARA BRIDGE,0.0,Not Flood Prone
CHAYRA RCC BRIDGE,6.0,Low Flash Flooding
CHECK POST SUBMARGE CULVERT,0.0,Not Flood Prone
CHEEK POST ARSH MASONARY,5.0,Moderate Flash Flooding
CHETA CHOLA,0.0,Not Flood Prone
CHHATAKNOS PUL BRIDGE,2.0,Moderate River Flooding
CHHATIRPAYA CULVERT,3.0,Low River Flooding
CHIDAIR,5.0,Moderate Flash Flooding
CHIKON CHAR BRIDGE,0.0,Not Flood Prone
CHIKON CHARA,0.0,Not Flood Prone
CHIKONIA,2.0,Moderate River Flooding
CHIKONIA BOX CULVERT,2.0,Moderate River Flooding
CHIKONIYA BRIHE,2.0,Moderate River Flooding
CHILAR CHOK BOX CULVERT,0.0,Not Flood Prone
CHILARCHOK CULVERT,0.0,Not Flood Prone
CHINA MORE CULVERT,0.0,Not Flood Prone
CHINARIR,0.0,Not Flood Prone
CHINARIR DHOKAN,5.0,Moderate Flash Flooding
CHING GIL STEEL BEAM AND RCC SLAB,0.0,Not Flood Prone
CHING MANG,0.0,Not Flood Prone
CHING MRYNG,0.0,Not Flood Prone
CHING MRYNG SUBMARGE,0.0,Not Flood Prone
CHINI PARA GUM GUS TALA,0.0,Not Flood Prone
CHINI PARA SLAB CULVERT,0.0,Not Flood Prone
CHIPDEI CULVERT,0.0,Not Flood Prone
CHIRGAON,0.0,Not Flood Prone
CHITAKHOLA (2),7.0,Severe Tidal Surge
CHITAMNI BOX CULVERT,0.0,Not Flood Prone
CHITIAPARA BRIDGE,0.0,Not Flood Prone
CHITIKAR POOL,0.0,Not Flood Prone
CHITIYA PARA,0.0,Not Flood Prone
CHITIYAN PARA,0.0,Not Flood Prone
CHITTA ARCH MASONRY,0.0,Not Flood Prone
CHITTAKHOLA 3 BOX CULVERT,5.0,Moderate Flash Flooding
CHIWNI PARA - 1 BALY WITH STEEL DECK B.R,5.0,Moderate Flash Flooding
CHIWNIPARA TRIPURA BAILEY WITH STEEL DECK,5.0,Moderate Flash Flooding
CHOALA,3.0,Low River Flooding
CHOBISH MILE,0.0,Not Flood Prone
CHODASA BEAT BAZAR,0.0,Not Flood Prone
CHODURI BARI BOX CULVERT,0.0,Not Flood Prone
CHOHAJANIYA (2),0.0,Not Flood Prone
CHOHAJANYA (1),5.0,Moderate Flash Flooding
CHOIYA 1,2.0,Moderate River Flooding
CHOKPARA,3.0,Low River Flooding
CHOKPARA CULVERT,5.0,Moderate Flash Flooding
CHOKPARA KANAI,3.0,Low River Flooding
CHOKRA BOY BOX CULVERT,2.0,Moderate River Flooding
CHOKRA DAKANI,3.0,Low River Flooding
CHOKRAMPUR,0.0,Not Flood Prone
CHOMBHOT CHULVERT,5.0,Moderate Flash Flooding
CHOMOHONI BAZAR,3.0,Low River Flooding
CHONDRI BOX CULVERT,2.0,Moderate River Flooding
CHONG ARPULL BOX CULVERT,8.0,Moderate Tidal Surge
CHONGI 2 SLAB CULVET,0.0,Not Flood Prone
CHONGI(1)CULVERT,0.0,Not Flood Prone
CHONGI(2)SLAB CULVERT,0.0,Not Flood Prone
CHONKI RCC GIDER BRIDGE,0.0,Not Flood Prone
CHOR JABBAR CULVERT 2,7.0,Severe Tidal Surge
CHOR JALGALIA BOX CULVERT,7.0,Severe Tidal Surge
CHOR MONSH BOX CULVERT,7.0,Severe Tidal Surge
CHORAK PAKHIA,2.0,Moderate River Flooding
CHORAMANI,0.0,Not Flood Prone
CHORAMONI,0.0,Not Flood Prone
CHORAMONI-1,0.0,Not Flood Prone
CHORCHAMITA BOX CULVERT,0.0,Not Flood Prone
CHORDARGHAT,3.0,Low River Flooding
CHORMANDARI,3.0,Low River Flooding
CHORMONADI CULVERT,0.0,Not Flood Prone
CHORMONKC BOX CULVERT,0.0,Not Flood Prone
CHORPARA SLAB CULVERT,0.0,Not Flood Prone
CHORPOLISHA,3.0,Low River Flooding
CHOT BOYHA BOX CULVERT,7.0,Severe Tidal Surge
CHOTARA BOX CULVERT,3.0,Low River Flooding
CHOTICHOIMOHARI RCC GIDER BRIGDE,2.0,Moderate River Flooding
CHOTO BARORA CULVERT,2.0,Moderate River Flooding
CHOTO TORA BOX CULVERT,3.0,Low River Flooding
CHOTOLBAZAR,2.0,Moderate River Flooding
CHOTOLOK BOX CUL,5.0,Moderate Flash Flooding
CHOTOLPUR,2.0,Moderate River Flooding
CHOUBARIA CULVERT,3.0,Low River Flooding
CHOUDHURIR HAT BRIDGE,7.0,Severe Tidal Surge
CHOUDURIA HAT,7.0,Severe Tidal Surge
CHOUMO NAMIC SLAB CULVERT,3.0,Low River Flooding
CHOUMOHUNI BRIDGE,2.0,Moderate River Flooding
CHOUMONA BOX CULVERT,0.0,Not Flood Prone
CHOUMONAMI RCC GIDER BRIDGE,3.0,Low River Flooding
CHOW DONI DEJIR PUR,5.0,Moderate Flash Flooding
CHOW MONI BOX CULVERT,2.0,Moderate River Flooding
CHOWDHO SLAB CULVERT,7.0,Severe Tidal Surge
CHOWDHORIR RCC GRIDE,7.0,Severe Tidal Surge
CHOWDIRIR HAT,0.0,Not Flood Prone
CHOWDURE PARA,0.0,Not Flood Prone
CHOWDURIPOL BOX CULVERT,3.0,Low River Flooding
CHOWGHORIA,3.0,Low River Flooding
CHOWGHORUA BRIDGE,3.0,Low River Flooding
CHOWMOHONI BRIDGE,2.5,Moderate River Flooding
CHOWMUNA BAZAR BOX CULVERT,0.0,Not Flood Prone
CHRAMDI CULVERT,0.0,Not Flood Prone
CHTOLGAON BOX CULVERT,0.0,Not Flood Prone
CHUARPARI,7.0,Severe Tidal Surge
CHUBLA DANDI BRIDGE,2.0,Moderate River Flooding
CHUGHAR CULVERT,0.0,Not Flood Prone
CHUNGI CULVERT,2.0,Moderate River Flooding
CHUNGIR BANGA,6.0,Low Flash Flooding
CHUNTI BAZAR,5.0,Moderate Flash Flooding
CHUNTI MIAPARA,5.0,Moderate Flash Flooding
CHURA BUTTUL CULVERT,0.0,Not Flood Prone
CHURASTA,0.0,Not Flood Prone
CHURKY BOX CULVERT,3.0,Low River Flooding
CHURUNGIR MOR,1.0,Severe River Flooding
CHUVALA CULVERT,3.0,Low River Flooding
CIKTIYA SUBMARGE,2.0,Moderate River Flooding
CITHOTLA,5.0,Moderate Flash Flooding
CLINI PARA PRIMARY SCHOOL,0.0,Not Flood Prone
CMB Bazar Bridge,0.0,Not Flood Prone
CMITGIYA BRIDGE,2.0,Moderate River Flooding
COCHARCHAR,3.0,Low River Flooding
CODUPUR BOX CULVERT,0.0,Not Flood Prone
COESTHA BAILEY WITH STEEL DECK,3.0,Low River Flooding
COLABAGAN ARCH MASONRY(R),0.0,Not Flood Prone
COLAM RCC BRIDGE,3.0,Low River Flooding
COLIMMA,0.0,Not Flood Prone
COLLAGE GATE,0.0,Not Flood Prone
COLLAGE GATE BRIDGE,0.0,Not Flood Prone
COLLAGE ROAD BOX CULVERT,3.0,Low River Flooding
COLLAGE ROAY SLAB,5.0,Moderate Flash Flooding
COLLANDI Bridge,3.0,Low River Flooding
COLLEGE MORE,0.0,Not Flood Prone
COLOYA VABABHI,3.0,Low River Flooding
COLTA CULVERT,3.0,Low River Flooding
COLTANPUR BOX CULVERT,0.0,Not Flood Prone
COLYANPUR BOX CULVERT,0.0,Not Flood Prone
COMPANIBARI BRIDGE,3.0,Low River Flooding
CONIA PARA,0.0,Not Flood Prone
CONSTRACTOR BOX.,3.0,Low River Flooding
CONSUNAGAR SLAB,2.0,Moderate River Flooding
CONTRACTOR MOSJIDE BOX CULNERT,3.0,Low River Flooding
COOKALI BRIDGE,4.0,Severe Flash Flooding
CORABA CULVERT,7.0,Severe Tidal Surge
COREPAI BOX CULVERT,0.0,Not Flood Prone
CORI PAI BOX CULVERT,2.0,Moderate River Flooding
CORNAIL HAT BOX CULVERT,0.0,Not Flood Prone
COROS BRIDGE,2.0,Moderate River Flooding
COSBA BOX CULVERT,2.0,Moderate River Flooding
COSBA BRIDGE,2.0,Moderate River Flooding
COSBA HOSPATI BRIDGE,2.0,Moderate River Flooding
COTBAZR MUSLIM HOS,0.0,Not Flood Prone
COUNDER NOLA BOX CULVERT,2.0,Moderate River Flooding
COUNDER NOLA BRIDGE,2.0,Moderate River Flooding
COUNT BRIDGE CULVERT,0.0,Not Flood Prone
COURT BAZAR,0.0,Not Flood Prone
COWALIKHAL CULVERT,0.0,Not Flood Prone
COXBAZAR GOAL GATE,5.0,Moderate Flash Flooding
COXBAZAR STSND,5.0,Moderate Flash Flooding
CRIKOTA,4.0,Severe Flash Flooding
CUHUTLEPUR SUBMARGE CULVERT,0.0,Not Flood Prone
CULVERT OVERT RESADI,2.0,Moderate River Flooding
CULVERT OVERUT HOLI (1),2.0,Moderate River Flooding
CULVERT UTHOLI,2.0,Moderate River Flooding
CURCURMAN,5.0,Moderate Flash Flooding
CURMARA CULVERT,3.0,Low River Flooding
Camolou(i) Bridge,0.0,Not Flood Prone
Cantonment Bridge,6.0,Low Flash Flooding
Capt. Mohiuddin Jahangir Bridge.,8.0,Moderate Tidal Surge
Capt. Mohiuddin Jahangir bridge,8.0,Moderate Tidal Surge
Captain Bridge,0.0,Not Flood Prone
Chaar Nopul,2.0,Moderate River Flooding
Chaar Nopul Bridge,2.0,Moderate River Flooding
Chabilota Bridge,0.0,Not Flood Prone
Chagol Khaia Bridge,0.0,Not Flood Prone
Chairman Gate 2,5.0,Moderate Flash Flooding
Chairman Gate Box(L),5.0,Moderate Flash Flooding
Chairya Bridge,6.0,Low Flash Flooding
Chak Gori Bridge.,0.0,Not Flood Prone
Chak Mirpur Bridge,1.0,Severe River Flooding
Chakar Bari Bridge,2.0,Moderate River Flooding
Chakdampur Bridge,2.0,Moderate River Flooding
Chaknarbridge,2.0,Moderate River Flooding
Chakrohalizoor Bridge,0.0,Not Flood Prone
Chalbon Bridge,4.0,Severe Flash Flooding
Chalgair dighir Bridge,5.0,Moderate Flash Flooding
Chalkgouri Bridge,0.0,Not Flood Prone
Challakhali Bridge,5.0,Moderate Flash Flooding
Chalnar Bridge,8.0,Moderate Tidal Surge
Chalnatana Bridge,2.0,Moderate River Flooding
Chalta Bazar Bridge,4.0,Severe Flash Flooding
Chaltatola Bridge,3.0,Low River Flooding
Chaltipara Bridge,2.0,Moderate River Flooding
Chaltobari Bridge,0.0,Not Flood Prone
Chambol Bridge,5.0,Moderate Flash Flooding
Chan Mia Bepari Bridge,2.0,Moderate River Flooding
Chanara Box Culvert,0.0,Not Flood Prone
Chandana Bridge,2.0,Moderate River Flooding
Chandi Pur Bridge,3.0,Low River Flooding
Chandinan-Shahapara Bridge.,2.0,Moderate River Flooding
Chandoni Bailey Bridge,0.0,Not Flood Prone
Chandoshi Bridge,3.0,Low River Flooding
Chandoshi-2 Bridge,3.0,Low River Flooding
Chandpai bridge,7.0,Severe Tidal Surge
Chandpur Bridge,4.333333333333333,Severe Flash Flooding
Chandpur Pamp House Bridge,0.0,Not Flood Prone
Chandraganj Bridge,3.0,Low River Flooding
Chandrana Bridge.,2.0,Moderate River Flooding
Changkhali Boro Bridge,0.0,Not Flood Prone
Changkhali Bridge,0.0,Not Flood Prone
Changmari Bridgr,3.0,Low River Flooding
Chaniwala Bridge,0.0,Not Flood Prone
Chapazora Bridge,5.0,Moderate Flash Flooding
Chapitola,0.0,Not Flood Prone
Chapra-Asasuni bridge,7.0,Severe Tidal Surge
Chaprail Bridge,3.0,Low River Flooding
Char Dumura,0.0,Not Flood Prone
Char Dumuria BRIDGE,0.0,Not Flood Prone
Char Fakira Bridge,7.0,Severe Tidal Surge
Char Gazaria Bridge,2.0,Moderate River Flooding
Char Govindapur 3 no. Bridge,2.0,Moderate River Flooding
Char Hamkuria Bridge (9 no),0.0,Not Flood Prone
Char Pathorghata Bridge,5.0,Moderate Flash Flooding
Char pabur Culvert,0.0,Not Flood Prone
Charaghat Bridge,3.0,Low River Flooding
Charamoni Bridge-1,0.0,Not Flood Prone
Charbhadrassion Bridge,1.0,Severe River Flooding
Chardobali Bridge,2.0,Moderate River Flooding
Charkaliganj Bridge.,2.0,Moderate River Flooding
Charkhali bridge,8.0,Moderate Tidal Surge
Charpara Bridge,3.0,Low River Flooding
Charpumdi Bridge,0.0,Not Flood Prone
Charsrirampur Bridge,0.0,Not Flood Prone
Chasha Vadra Bridge,3.0,Low River Flooding
Chatalpur Bridge,2.0,Moderate River Flooding
Chatipara Bridge,3.0,Low River Flooding
Chatla Bridge,0.0,Not Flood Prone
Chatol Bridge,6.0,Low Flash Flooding
Chatolgaon Bridge,0.0,Not Flood Prone
Chattapara Bridge,0.0,Not Flood Prone
Chatura Box Culvert,2.0,Moderate River Flooding
Chauakhalir Bridge,7.0,Severe Tidal Surge
Chaugachha Bridge,2.0,Moderate River Flooding
Chawai Bridge,6.0,Low Flash Flooding
Chawnipara Bridge,5.0,Moderate Flash Flooding
Chayra Bridge,6.0,Low Flash Flooding
Cherakpur Bridge,0.0,Not Flood Prone
Chhapra Bridge,3.0,Low River Flooding
Chhay number Bridge,3.0,Low River Flooding
Chikli Bridge,0.0,Not Flood Prone
Chikly Bridge.,0.0,Not Flood Prone
Chikon Chara Bridge,0.0,Not Flood Prone
Chikon chara Bridge,0.0,Not Flood Prone
Chilgacha Khal,2.0,Moderate River Flooding
Chimbuk,0.0,Not Flood Prone
Ching Gil Bridge,0.0,Not Flood Prone
Chobikhar bridge,0.0,Not Flood Prone
Choinagar bridge,2.0,Moderate River Flooding
Chokbosai Bridge,2.0,Moderate River Flooding
Chondi Das Bridge,2.0,Moderate River Flooding
Chondi Podi Bridge,2.0,Moderate River Flooding
Chongrachari Bridge,0.0,Not Flood Prone
Chonkhola Bridge-1,5.0,Moderate Flash Flooding
Chor Pachnodi 1No. Bridge,2.0,Moderate River Flooding
Choramoni Bridge,0.0,Not Flood Prone
Chorikoli Culvert,5.0,Moderate Flash Flooding
Chorombabagh More Bridge,5.0,Moderate Flash Flooding
Choto Dhepa bridge.,6.0,Low Flash Flooding
Choto Jamuna Bridge,0.0,Not Flood Prone
Choto morh Bridge,2.0,Moderate River Flooding
Chotokumir Bridge,5.0,Moderate Flash Flooding
Chotolpur Bridge,2.0,Moderate River Flooding
Choukdar Bridge,0.0,Not Flood Prone
Choumohna Box Culvert,0.0,Not Flood Prone
Choumohni Bazar(Left),3.0,Low River Flooding
Choumohona box culvert,0.0,Not Flood Prone
Choumohoni Bazar Bridge,7.0,Severe Tidal Surge
Choumohoni Bridge,3.0,Low River Flooding
Choumuhuni Bridge,0.0,Not Flood Prone
Chowdhuri Hat Bridge,7.0,Severe Tidal Surge
Chowkidar Kandi Bridge,2.0,Moderate River Flooding
Chowkirghat,2.0,Moderate River Flooding
Chowmohoni Bazar(right),3.0,Low River Flooding
Chuadanga Bridge.,3.0,Low River Flooding
Chukhar Mil Rcc Bridge,5.0,Moderate Flash Flooding
Chukhover Mil Bridge,5.0,Moderate Flash Flooding
Chulkani Bazar Bridge,2.0,Moderate River Flooding
Chuna Hati Bridge,0.0,Not Flood Prone
Chunapur Bridge,7.0,Severe Tidal Surge
Chunar bridge,7.0,Severe Tidal Surge
Churiokandi Bridge,2.0,Moderate River Flooding
Collage para Bridge,2.0,Moderate River Flooding
College Bridge,8.0,Moderate Tidal Surge
College Bridge.,2.0,Moderate River Flooding
College Road Bridge,3.0,Low River Flooding
Compani Ganj Bridge,0.0,Not Flood Prone
Companiganj Bridge,2.0,Moderate River Flooding
Companigong RCC Girder Bridge,0.0,Not Flood Prone
Conagati Bridge,2.0,Moderate River Flooding
Counder Nola Bridge,2.0,Moderate River Flooding
Croke bridge,7.0,Severe Tidal Surge
Cros Bridge,2.0,Moderate River Flooding
Culvert,3.0,Low River Flooding
Current Bazar Bridge,4.0,Severe Flash Flooding
Cwoikhon Brigde,0.0,Not Flood Prone
DABAIL SUB,3.0,Low River Flooding
DABIDDAR CULVERT,2.0,Moderate River Flooding
DABISING,0.0,Not Flood Prone
DABISON,5.0,Moderate Flash Flooding
DABISOR BOX CULVERT,6.0,Low Flash Flooding
DABIZIA BRIDGE,5.0,Moderate Flash Flooding
DABKORA SUB MARAGE,2.0,Moderate River Flooding
DABOTI BAZAR,0.0,Not Flood Prone
DABUA BAILY BRIDGE,0.0,Not Flood Prone
DACK BALA BAILEY WITH STEEL DECK,0.0,Not Flood Prone
DADARKALI,7.0,Severe Tidal Surge
DAGADDA (2) BOX CULVERT,8.0,Moderate Tidal Surge
DAGAES BRIDGE,4.0,Severe Flash Flooding
DAGAY CULVERT,2.0,Moderate River Flooding
DAGHANBUIYA SLAB CULVERT,3.0,Low River Flooding
DAGORPUR CULVERT,2.0,Moderate River Flooding
DAIM PARA BRIDGE,0.0,Not Flood Prone
DAIM PARA CULVERT,0.0,Not Flood Prone
DAKATIA BRIDGE,0.0,Not Flood Prone
DAKATIA RCC GIRDER BRIDGE,3.0,Low River Flooding
DAKATIYA BRIDGE,2.0,Moderate River Flooding
DAKBOLI CULVERT,3.0,Low River Flooding
DAKHIN BAG BRIDGE,2.0,Moderate River Flooding
DAKHIN BAG CULVERT,0.0,Not Flood Prone
DAKHIN JALAM (4),2.0,Moderate River Flooding
DAKHIN JALAM 2,2.0,Moderate River Flooding
DAKHIN JALAM 3,2.0,Moderate River Flooding
DAKHIN JANGAHL ROAD,7.0,Severe Tidal Surge
DAKHIN JATAM CULVERT,2.0,Moderate River Flooding
DAKHIN KARISHIL,0.0,Not Flood Prone
DAKHIN KNISHIL BOX CULVERT,0.0,Not Flood Prone
DAKHIN LAKHAN KHOLA BRIDGE,0.0,Not Flood Prone
DAKICHING BABUCHARA,0.0,Not Flood Prone
DAKINAGOR SLAB COMPUTER,0.0,Not Flood Prone
DAKNIN KENISHIL,0.0,Not Flood Prone
DAL- BALA BAILEY WITH STEEL DECK,0.0,Not Flood Prone
DALA -2 SLAB CULVERT,5.0,Moderate Flash Flooding
DALA SLAB CULVERT,5.0,Moderate Flash Flooding
DALA-2 SLAB CULVERT,5.0,Moderate Flash Flooding
DALA-3 SLAB CULVERT,5.0,Moderate Flash Flooding
DALAL BAZAR BOX CUL,0.0,Not Flood Prone
DALAPARA BRIDGE,0.0,Not Flood Prone
DALAYSORI BRIDGE,3.0,Low River Flooding
DALDUBA SLAB CULVERT,0.0,Not Flood Prone
DALI MAHALA BOX CULVERT,0.0,Not Flood Prone
DALIA (2) BOX CULVERT,0.0,Not Flood Prone
DALIA (3) BOX CULVERT,0.0,Not Flood Prone
DALIKANDI,3.0,Low River Flooding
DALLAYI BOX CULVERT,3.0,Low River Flooding
DALTA BOX CULVERT,3.0,Low River Flooding
DALUA (1) BOX CULVERT,0.0,Not Flood Prone
DALUTPUR BAZAR BRIDGE,0.0,Not Flood Prone
DALUTPUR BOX CULVERT,0.0,Not Flood Prone
DALUTPUR BRIDGE,0.0,Not Flood Prone
DAMA BOX CULVERT,2.0,Moderate River Flooding
DAMARIHAT,5.0,Moderate Flash Flooding
DAMCHAR CULVERT,0.0,Not Flood Prone
DAMICHA BOX CULVERT,0.0,Not Flood Prone
DAMISHAHOR 2,0.0,Not Flood Prone
DAMISHARO 2,0.0,Not Flood Prone
DAMRABIL SLABCULVERT,3.0,Low River Flooding
DAMRI RCC GIDER BRIDGE,2.0,Moderate River Flooding
DAMRI SLUB CULVERT,0.0,Not Flood Prone
DAMURIA,3.0,Low River Flooding
DAMURIA BRIDGE,3.0,Low River Flooding
DAMY BRIDGE,0.0,Not Flood Prone
DANARGONA,5.0,Moderate Flash Flooding
DANGA KATA,5.0,Moderate Flash Flooding
DANGA KATA 1,5.0,Moderate Flash Flooding
DANGMARA BAILY BRIDGE,0.0,Not Flood Prone
DANKHIN KANISAIL,0.0,Not Flood Prone
DANOA,0.0,Not Flood Prone
DANRIPARA,0.0,Not Flood Prone
DANSHAIL CULVERT,5.0,Moderate Flash Flooding
DANTHERMUKH READARMATHA,0.0,Not Flood Prone
DANTHERMUKH ROAD,0.0,Not Flood Prone
DANYOBASHONA,0.0,Not Flood Prone
DAOUHATA CULVERT,3.0,Low River Flooding
DAPELPORA BOX CULVERT,2.0,Moderate River Flooding
DAPUNIA,3.0,Low River Flooding
DAR BAS1,2.0,Moderate River Flooding
DAR GARAPUL,0.0,Not Flood Prone
DARALA SLUB CULVERT,5.0,Moderate Flash Flooding
DARBARSORT BRIDGE,5.0,Moderate Flash Flooding
DARBESHKATA,7.0,Severe Tidal Surge
DARBESHKATA-2,0.0,Not Flood Prone
DARBOS,2.0,Moderate River Flooding
DARGA VASA BAILEY WITH STEEL DECK,6.0,Low Flash Flooding
DARI PARA (2),0.0,Not Flood Prone
DARI PATAN BOX CULVERT,2.0,Moderate River Flooding
DARI PURA,0.0,Not Flood Prone
DARIKAHDI BRIDGE,0.0,Not Flood Prone
DARIKANDI BRIDGE,0.0,Not Flood Prone
DARIKANDI BRIDGE (L),0.0,Not Flood Prone
DARIKANDI BRIDGE (R),0.0,Not Flood Prone
DARIKANDI CULVERT,3.0,Low River Flooding
DARIPATON BOX CULVERT,2.0,Moderate River Flooding
DARIRAMPUR RCC GIDER BRIDGE,0.0,Not Flood Prone
DARISRAMPUR BOX CULVERT,0.0,Not Flood Prone
DARKHAR BRIDGE,0.0,Not Flood Prone
DARMACHPUR CULVERT,3.0,Low River Flooding
DARMAPUR,0.0,Not Flood Prone
DAROGABARI BOX CULVERT,2.0,Moderate River Flooding
DARONGAPARA CULVERT,0.0,Not Flood Prone
DARSHAPAR BRIDGE,4.0,Severe Flash Flooding
DARUA CULVERT-1,3.0,Low River Flooding
DARUA CULVERT-2,3.0,Low River Flooding
DARUN CHARI,0.0,Not Flood Prone
DASALIA BOX CULVERT,0.0,Not Flood Prone
DASARHAT BRIDGE,7.0,Severe Tidal Surge
DASHAN DAURE,2.0,Moderate River Flooding
DASHERHAT,7.0,Severe Tidal Surge
DASHERHAT-1,7.0,Severe Tidal Surge
DASHXANI BRIDGE,0.0,Not Flood Prone
DATARAHAT RCC GIDER BRIDGE,7.0,Severe Tidal Surge
DATASORSUBCULVERT,2.0,Moderate River Flooding
DATHMOKHA BAZAR BOX CULVERT,3.0,Low River Flooding
DATTAPARA SLAB CULVERT,2.0,Moderate River Flooding
DATTAPUR BARGA,2.0,Moderate River Flooding
DATTOPARA BOX CUVERT,2.0,Moderate River Flooding
DATTOPARA RCC GIDER BRIDGE CULVERT,2.0,Moderate River Flooding
DATVANGA BRIDGE,0.0,Not Flood Prone
DAUDPUR BOX CULVERT,0.6666666666666666,Severe River Flooding
DAULATPUR BOX,5.0,Moderate Flash Flooding
DAWAN BAG BOX CULVERT,0.0,Not Flood Prone
DAWAN BARA,0.0,Not Flood Prone
DAWANNAGOR CULVERT,0.0,Not Flood Prone
DAWANZI PARA,5.0,Moderate Flash Flooding
DAWAYAHAT-3,3.0,Low River Flooding
DAWLI,3.0,Low River Flooding
DAWLOTPUR BOX CUL,3.0,Low River Flooding
DAWRA PARA SLAB CULVERT,3.0,Low River Flooding
DAYA MIR BOX CULVERT,2.0,Moderate River Flooding
DAYAMIR BOX CULVERT,2.0,Moderate River Flooding
